Log_ID,Student_ID,Week,Login_Count,Dashboard_Clicks,Time_Spent,Date
L6989,S2083,9,8,27,29,10/20/2024
L6990,S6722,4,3,30,30,1/27/2025
L6991,S4614,3,3,39,72,8/12/2024
L6992,S10619,8,7,21,36,11/6/2024
L6993,S14765,8,6,16,45,7/25/2024
L6994,S1095,16,6,13,12,2/6/2025
L6995,S14508,15,7,23,53,8/7/2025
L6996,S14389,15,2,6,15,11/17/2024
L6997,S8503,10,9,8,61,9/1/2025
L6998,S9627,8,6,33,36,1/24/2025
L6999,S11719,14,9,14,46,8/8/2025
L7000,S3903,10,3,18,69,8/11/2024
L7001,S11255,14,9,45,115,4/7/2025
L7002,S11182,5,2,32,42,2/2/2024
L7003,S8465,5,5,12,94,4/26/2024
L7004,S14275,11,7,34,101,1/7/2025
L7005,S9682,6,3,46,95,1/27/2025
L7006,S3525,10,6,19,76,6/19/2024
L7007,S11852,12,3,11,98,7/18/2025
L7008,S10690,8,8,8,72,11/16/2024
L7009,S14258,4,9,16,27,10/18/2025
L7010,S5797,6,3,18,12,8/30/2024
L7011,S11226,4,2,39,84,2/9/2025
L7012,S10395,7,8,42,90,3/19/2024
L7013,S10679,3,5,24,62,4/8/2024
L7014,S13256,4,8,29,79,10/12/2024
L7015,S11466,13,6,11,113,12/16/2024
L7016,S5744,5,1,35,88,10/12/2024
L7017,S9638,5,1,28,34,10/14/2024
L7018,S11346,8,8,11,36,5/24/2025
L7019,S11030,2,7,15,86,8/23/2025
L7020,S13584,14,8,21,62,9/14/2024
L7021,S7764,6,4,29,100,12/31/2024
L7022,S9998,16,2,43,30,12/14/2024
L7023,S9285,11,4,45,68,10/12/2024
L7024,S12759,8,1,27,74,5/15/2025
L7025,S2744,15,6,33,12,12/14/2024
L7026,S1122,13,7,46,29,8/2/2025
L7027,S3219,6,1,12,72,7/18/2024
L7028,S7214,6,9,20,110,10/8/2024
L7029,S8261,4,9,43,16,5/2/2025
L7030,S1133,11,7,36,87,10/13/2024
L7031,S10558,10,9,23,75,12/14/2024
L7032,S6904,3,1,16,88,12/3/2024
L7033,S4161,15,8,16,56,1/13/2024
L7034,S3323,15,8,17,88,2/6/2025
L7035,S2173,12,8,30,45,9/10/2025
L7036,S1051,13,8,15,115,9/8/2025
L7037,S12953,8,1,47,23,11/14/2024
L7038,S6148,4,5,17,31,5/5/2025
L7039,S13019,13,7,23,31,10/12/2024
L7040,S5333,12,5,44,81,5/29/2025
L7041,S5001,10,5,8,99,6/11/2024
L7042,S2449,12,7,43,112,2/20/2025
L7043,S10063,13,9,32,92,7/30/2024
L7044,S9142,8,4,36,109,4/18/2025
L7045,S10327,4,6,40,45,10/29/2024
L7046,S5653,1,9,43,46,12/16/2024
L7047,S10861,12,4,46,112,2/16/2025
L7048,S13931,2,8,11,94,10/17/2025
L7049,S1146,14,7,38,108,5/27/2024
L7050,S8486,6,4,24,28,10/27/2024
L7051,S12593,10,1,32,33,1/9/2025
L7052,S7607,13,7,8,79,4/12/2024
L7053,S13134,15,6,34,48,1/24/2025
L7054,S1231,15,1,17,98,2/13/2025
L7055,S14232,14,9,19,72,9/17/2024
L7056,S1354,9,4,35,61,4/8/2024
L7057,S9109,10,4,19,16,8/19/2024
L7058,S8163,5,3,40,71,1/16/2025
L7059,S2110,5,1,34,54,4/21/2025
L7060,S3351,16,9,43,15,3/9/2025
L7061,S12388,16,3,9,29,5/30/2024
L7062,S5845,6,5,36,70,2/16/2024
L7063,S5350,5,3,36,87,9/15/2024
L7064,S3285,11,2,31,79,1/9/2025
L7065,S1211,13,1,22,65,3/21/2025
L7066,S10500,6,2,16,116,10/12/2025
L7067,S3630,12,7,39,24,4/19/2025
L7068,S8685,14,1,21,80,3/15/2024
L7069,S11653,6,7,19,90,4/8/2024
L7070,S7829,16,1,13,68,6/18/2024
L7071,S11433,12,4,6,82,2/14/2025
L7072,S9860,5,6,40,36,5/3/2025
L7073,S6962,6,8,46,46,3/17/2025
L7074,S11754,14,8,16,114,11/16/2024
L7075,S3903,3,6,49,118,9/22/2024
L7076,S14956,5,1,19,68,1/9/2025
L7077,S7583,14,1,22,49,1/26/2025
L7078,S7839,5,4,48,107,7/25/2024
L7079,S4299,13,7,13,113,11/30/2024
L7080,S10730,9,5,5,47,5/2/2024
L7081,S5947,12,7,26,16,1/14/2025
L7082,S3362,7,2,24,95,8/21/2024
L7083,S7226,10,3,7,96,9/5/2025
L7084,S2430,9,5,34,61,10/21/2024
L7085,S14455,9,1,33,103,10/14/2024
L7086,S2638,2,2,9,35,7/18/2025
L7087,S8182,11,4,26,54,9/28/2024
L7088,S11127,3,2,28,94,5/27/2024
L7089,S11355,4,7,40,73,3/27/2025
L7090,S1482,1,3,10,27,6/9/2024
L7091,S3851,10,8,19,84,6/26/2024
L7092,S3882,5,1,20,22,6/16/2024
L7093,S8629,5,4,14,39,12/22/2024
L7094,S4231,3,2,22,72,7/30/2025
L7095,S7078,11,8,10,25,1/10/2024
L7096,S7513,10,3,49,57,6/9/2025
L7097,S2491,3,7,44,14,10/18/2025
L7098,S3625,16,6,22,75,9/27/2024
L7099,S1576,12,4,25,109,6/17/2025
L7100,S12476,10,3,24,14,1/17/2025
L7101,S9806,1,3,16,55,3/8/2025
L7102,S8323,14,4,11,80,8/17/2024
L7103,S7762,16,2,36,104,1/26/2024
L7104,S12626,6,5,7,98,8/19/2025
L7105,S10038,3,9,39,78,8/14/2024
L7106,S5721,2,3,43,71,6/7/2024
L7107,S6947,9,4,18,27,3/13/2024
L7108,S11400,3,2,22,107,3/4/2024
L7109,S11982,9,1,40,39,1/31/2025
L7110,S9771,16,5,20,44,7/3/2025
L7111,S9035,16,6,11,106,7/5/2025
L7112,S13121,9,1,27,102,2/20/2024
L7113,S10817,2,7,34,52,1/10/2025
L7114,S6157,12,4,10,96,9/18/2025
L7115,S1820,4,9,39,66,12/17/2024
L7116,S1738,9,5,20,12,5/3/2024
L7117,S4407,12,1,47,96,8/13/2024
L7118,S11743,10,5,42,109,7/21/2024
L7119,S9644,10,6,29,37,4/24/2024
L7120,S4980,6,7,36,95,12/1/2024
L7121,S3450,6,7,44,76,7/12/2024
L7122,S14599,3,9,6,79,6/20/2025
L7123,S3629,6,4,47,50,12/4/2024
L7124,S13695,6,8,9,49,11/20/2024
L7125,S10585,12,8,27,55,5/3/2024
L7126,S4806,6,3,36,50,10/15/2024
L7127,S7482,10,9,13,66,12/16/2024
L7128,S5086,9,8,38,58,4/16/2024
L7129,S10382,1,9,31,60,4/13/2025
L7130,S1626,12,5,34,60,10/14/2025
L7131,S3588,12,6,20,66,2/26/2024
L7132,S10537,4,8,32,110,1/12/2024
L7133,S3101,4,6,40,102,7/28/2024
L7134,S3681,9,9,27,51,6/6/2025
L7135,S3254,5,5,21,77,7/26/2025
L7136,S3465,11,2,25,11,6/5/2025
L7137,S6362,13,7,21,51,6/2/2025
L7138,S9254,11,5,31,21,5/24/2024
L7139,S12344,8,4,26,105,4/5/2024
L7140,S6306,4,3,15,52,4/5/2025
L7141,S6849,1,2,37,81,2/25/2024
L7142,S7405,11,7,6,97,5/25/2025
L7143,S8582,10,4,37,76,7/3/2025
L7144,S1421,4,4,21,39,7/23/2025
L7145,S1149,11,8,27,92,6/19/2024
L7146,S2263,6,4,8,36,11/27/2024
L7147,S13279,3,2,27,118,12/14/2024
L7148,S8659,1,4,11,53,11/5/2024
L7149,S12554,9,3,38,13,3/26/2025
L7150,S9148,14,2,15,62,11/18/2024
L7151,S5788,7,8,25,40,2/6/2024
L7152,S4203,15,9,36,92,10/31/2024
L7153,S9331,8,9,34,92,6/23/2025
L7154,S10576,6,8,19,69,1/14/2025
L7155,S9949,9,2,40,11,5/5/2024
L7156,S14720,16,4,27,91,8/13/2025
L7157,S2843,1,6,35,116,1/22/2025
L7158,S9983,13,3,28,81,5/1/2024
L7159,S6037,3,9,44,94,4/27/2024
L7160,S3681,7,4,24,72,2/25/2024
L7161,S6452,11,5,8,26,10/15/2025
L7162,S6271,10,7,45,70,6/7/2024
L7163,S12326,4,5,9,43,7/11/2024
L7164,S2411,6,1,33,25,9/19/2024
L7165,S9897,7,2,14,67,7/26/2025
L7166,S11049,6,1,46,26,12/6/2024
L7167,S7820,9,9,11,76,3/19/2024
L7168,S12072,10,5,36,14,8/20/2024
L7169,S12734,6,9,47,119,3/23/2025
L7170,S8386,15,6,37,55,12/12/2024
L7171,S9823,16,3,35,39,10/2/2024
L7172,S14445,12,4,23,30,6/28/2024
L7173,S7817,9,2,40,59,6/7/2025
L7174,S3106,3,5,11,22,11/12/2024
L7175,S9316,4,1,7,86,7/14/2025
L7176,S13989,10,9,7,64,3/18/2025
L7177,S5663,2,9,32,108,5/16/2024
L7178,S7869,6,4,22,87,8/24/2025
L7179,S12853,14,6,14,74,7/28/2024
L7180,S8863,15,3,18,97,6/12/2024
L7181,S13048,10,1,33,85,4/30/2024
L7182,S6359,16,6,34,10,9/3/2024
L7183,S12849,10,9,42,97,11/5/2024
L7184,S14109,14,9,42,64,5/17/2024
L7185,S13890,7,5,44,87,1/17/2025
L7186,S6932,1,2,19,92,7/11/2024
L7187,S6470,12,4,25,64,8/16/2024
L7188,S1304,7,9,17,32,11/18/2024
L7189,S7945,11,2,21,55,6/20/2024
L7190,S9087,15,5,14,60,8/3/2024
L7191,S12802,10,6,22,53,5/19/2025
L7192,S4609,2,3,44,29,5/14/2024
L7193,S1601,3,7,24,44,6/3/2024
L7194,S13606,13,4,22,91,1/31/2024
L7195,S12191,6,1,38,63,1/12/2025
L7196,S5941,15,2,48,68,5/26/2024
L7197,S5800,3,2,29,90,10/27/2024
L7198,S1779,7,7,46,67,4/24/2025
L7199,S12967,4,8,15,59,8/7/2024
L7200,S3067,3,8,7,81,11/2/2024
L7201,S11667,5,5,47,18,7/24/2025
L7202,S7336,15,2,48,36,9/15/2024
L7203,S5085,15,9,37,103,8/26/2025
L7204,S8882,16,5,9,11,1/27/2025
L7205,S4677,12,7,8,72,5/18/2024
L7206,S9065,8,4,49,78,8/23/2024
L7207,S13360,9,5,32,29,5/20/2024
L7208,S3757,5,9,7,63,9/1/2025
L7209,S7079,2,5,44,44,2/27/2025
L7210,S3484,9,4,28,115,5/22/2025
L7211,S6587,9,8,17,83,6/5/2024
L7212,S6632,7,3,29,29,9/11/2025
L7213,S11186,3,5,39,12,8/5/2024
L7214,S9781,15,9,35,48,5/16/2024
L7215,S14000,10,8,33,68,8/3/2025
L7216,S2070,10,3,20,50,9/29/2025
L7217,S2110,12,4,48,50,3/25/2024
L7218,S4529,11,3,26,102,2/16/2024
L7219,S9578,15,9,42,13,7/14/2024
L7220,S13564,4,9,11,24,1/3/2025
L7221,S11883,8,2,37,100,3/29/2025
L7222,S7066,15,6,43,61,1/27/2024
L7223,S5040,13,1,47,45,3/11/2024
L7224,S2345,3,9,11,75,12/20/2024
L7225,S5641,10,5,15,86,6/3/2025
L7226,S11033,3,5,40,88,7/12/2024
L7227,S4462,9,6,13,17,9/6/2025
L7228,S8375,2,1,21,49,12/21/2024
L7229,S13588,15,1,42,12,3/5/2025
L7230,S7650,11,3,47,102,9/7/2024
L7231,S6727,1,3,35,74,4/23/2024
L7232,S2390,9,4,32,46,2/16/2024
L7233,S12376,8,6,48,23,9/4/2025
L7234,S10406,12,5,17,104,7/30/2024
L7235,S6120,14,1,14,69,8/25/2025
L7236,S6705,7,1,11,81,5/19/2024
L7237,S14579,15,9,30,19,2/28/2024
L7238,S13830,15,8,49,50,6/17/2024
L7239,S5213,13,5,29,116,8/23/2025
L7240,S6646,6,9,37,64,11/18/2024
L7241,S13120,11,2,43,38,4/26/2024
L7242,S13710,10,1,46,102,5/4/2024
L7243,S9730,7,7,38,24,6/22/2025
L7244,S9500,11,8,18,97,12/18/2024
L7245,S8757,12,8,41,64,6/17/2024
L7246,S3036,6,7,18,100,10/2/2025
L7247,S3601,1,8,8,32,9/4/2025
L7248,S12345,3,8,46,93,1/17/2024
L7249,S8488,2,2,8,114,9/7/2024
L7250,S12167,1,9,24,46,12/29/2024
L7251,S4245,16,9,17,117,3/17/2025
L7252,S1027,4,4,48,98,7/29/2024
L7253,S10684,7,1,14,83,6/4/2025
L7254,S5217,11,4,7,114,9/24/2024
L7255,S7290,11,4,26,83,11/29/2024
L7256,S13520,7,7,40,96,7/28/2024
L7257,S9144,12,8,40,49,7/14/2024
L7258,S8991,16,2,23,41,9/9/2025
L7259,S6736,7,2,9,62,7/18/2024
L7260,S14105,6,8,14,113,2/3/2025
L7261,S13020,15,9,27,62,9/13/2025
L7262,S5849,11,4,18,71,3/20/2025
L7263,S14276,8,8,7,50,3/24/2025
L7264,S3814,2,7,22,105,6/25/2024
L7265,S7102,11,2,33,58,5/29/2025
L7266,S1795,5,2,43,38,12/14/2024
L7267,S14811,13,3,22,96,3/16/2025
L7268,S13911,3,3,48,115,6/11/2025
L7269,S9029,8,1,33,77,3/20/2024
L7270,S14858,4,6,12,42,1/27/2025
L7271,S10917,9,3,34,14,9/24/2025
L7272,S4599,7,1,12,91,2/26/2025
L7273,S6692,14,3,36,17,7/10/2024
L7274,S8791,15,4,9,83,11/20/2024
L7275,S1258,2,2,43,68,8/10/2025
L7276,S7174,14,2,33,13,7/5/2024
L7277,S4949,2,1,7,81,3/18/2024
L7278,S8434,10,5,29,113,12/7/2024
L7279,S13511,12,2,41,105,5/9/2024
L7280,S14174,5,6,35,42,7/16/2025
L7281,S2207,12,9,47,86,4/17/2024
L7282,S10359,7,7,11,87,3/17/2024
L7283,S2070,5,8,32,90,8/9/2025
L7284,S5070,3,1,7,11,7/9/2025
L7285,S8736,1,6,41,73,3/2/2024
L7286,S1810,11,9,6,102,5/11/2024
L7287,S6545,13,4,14,70,4/8/2024
L7288,S11153,6,2,7,71,3/2/2025
L7289,S10812,8,4,47,114,2/25/2025
L7290,S12187,3,7,40,33,1/9/2024
L7291,S5291,11,2,37,41,11/5/2024
L7292,S6130,14,7,30,56,8/17/2025
L7293,S14458,10,5,41,43,8/24/2024
L7294,S3226,11,8,16,112,6/21/2024
L7295,S3557,11,7,48,96,9/11/2024
L7296,S10779,7,6,12,40,4/15/2024
L7297,S2646,6,8,37,22,2/17/2024
L7298,S3362,16,6,47,113,2/8/2025
L7299,S14134,4,2,9,112,5/6/2025
L7300,S2756,7,6,31,46,2/5/2025
L7301,S9526,15,3,37,96,3/2/2025
L7302,S6251,7,9,14,42,8/14/2024
L7303,S1158,13,5,34,67,4/29/2024
L7304,S4925,1,7,29,114,10/1/2025
L7305,S4058,16,3,39,31,9/19/2024
L7306,S6270,13,7,35,76,2/21/2024
L7307,S9034,13,4,7,78,7/23/2024
L7308,S8219,3,4,5,87,1/24/2024
L7309,S9910,13,5,11,65,9/14/2025
L7310,S14739,15,6,45,35,3/7/2024
L7311,S4252,3,5,24,55,1/21/2024
L7312,S3142,6,9,20,23,1/16/2024
L7313,S6910,7,6,14,59,5/13/2025
L7314,S12301,4,6,22,113,7/29/2024
L7315,S3618,4,3,5,13,7/23/2025
L7316,S8231,13,4,38,49,8/1/2024
L7317,S14429,16,8,26,16,6/8/2024
L7318,S6899,6,1,34,116,9/9/2025
L7319,S12835,6,4,36,21,1/18/2024
L7320,S13083,12,2,8,48,7/11/2025
L7321,S4187,2,7,27,24,6/3/2025
L7322,S14970,8,7,8,100,6/29/2024
L7323,S5524,14,3,25,55,2/13/2024
L7324,S5710,16,3,40,39,11/1/2024
L7325,S14082,3,7,27,31,7/8/2025
L7326,S13318,4,6,34,66,3/7/2024
L7327,S13750,6,6,30,62,8/20/2025
L7328,S10959,5,2,25,65,11/15/2024
L7329,S4671,4,2,36,42,6/26/2025
L7330,S1152,3,1,48,11,2/28/2025
L7331,S8177,14,8,33,105,3/2/2025
L7332,S10395,2,7,24,112,10/23/2024
L7333,S2075,9,1,40,74,4/11/2025
L7334,S8266,4,5,14,114,6/21/2025
L7335,S3532,2,2,22,77,10/5/2025
L7336,S1025,9,4,23,87,8/28/2024
L7337,S11522,11,3,14,14,4/28/2024
L7338,S6643,8,8,30,33,1/10/2025
L7339,S10587,10,4,20,40,10/3/2025
L7340,S6345,3,3,42,46,9/13/2025
L7341,S11083,11,9,13,52,10/1/2025
L7342,S1832,8,9,18,80,9/13/2024
L7343,S14535,6,8,20,95,2/8/2025
L7344,S6871,13,1,28,91,10/10/2025
L7345,S11062,15,1,8,11,7/7/2024
L7346,S4157,5,5,22,88,8/13/2024
L7347,S4247,15,1,19,76,8/18/2025
L7348,S8822,13,1,19,33,1/30/2025
L7349,S3739,10,5,27,69,4/2/2024
L7350,S3916,4,7,6,92,4/1/2025
L7351,S8747,8,6,11,54,11/9/2024
L7352,S6525,9,8,10,111,5/16/2024
L7353,S10061,4,6,36,12,1/31/2025
L7354,S6410,10,5,33,37,9/24/2025
L7355,S10071,16,3,41,23,7/25/2024
L7356,S3195,10,3,39,48,7/20/2025
L7357,S12146,2,2,16,84,11/20/2024
L7358,S3039,12,9,24,84,2/7/2024
L7359,S6506,7,7,27,39,8/2/2025
L7360,S10598,3,2,23,28,6/12/2025
L7361,S7484,5,1,46,113,4/17/2025
L7362,S11243,3,4,43,33,2/26/2025
L7363,S7522,2,5,18,10,1/29/2024
L7364,S11667,2,8,9,66,12/1/2024
L7365,S4391,6,2,28,116,4/27/2025
L7366,S7250,9,8,36,29,3/8/2024
L7367,S12811,6,1,40,23,12/22/2024
L7368,S8710,10,9,7,111,1/9/2025
L7369,S1878,9,2,5,88,2/8/2025
L7370,S9758,7,2,42,94,6/22/2025
L7371,S1817,16,6,25,71,7/19/2024
L7372,S2277,11,7,47,52,3/25/2024
L7373,S8138,15,1,21,82,9/29/2024
L7374,S8845,6,2,5,36,9/7/2024
L7375,S5074,7,7,34,71,8/23/2024
L7376,S12992,14,5,35,96,6/7/2024
L7377,S3754,1,7,13,36,4/1/2025
L7378,S11458,6,3,31,87,2/1/2025
L7379,S5871,12,4,18,80,4/4/2024
L7380,S11986,14,4,49,37,6/21/2024
L7381,S1588,2,8,34,91,10/17/2025
L7382,S8077,4,5,14,114,9/9/2024
L7383,S9662,12,2,12,91,4/10/2025
L7384,S8995,16,5,21,95,10/3/2024
L7385,S2582,9,4,19,16,12/1/2024
L7386,S9124,6,8,7,38,2/22/2024
L7387,S8445,7,5,12,63,7/12/2025
L7388,S4945,10,6,12,76,12/27/2024
L7389,S12873,11,1,29,75,3/23/2024
L7390,S1265,15,9,17,114,5/31/2024
L7391,S9216,6,2,28,17,1/25/2025
L7392,S11007,5,7,12,25,2/13/2025
L7393,S10939,7,9,49,28,6/18/2025
L7394,S2598,11,1,32,91,10/30/2024
L7395,S10271,4,4,48,89,4/4/2025
L7396,S1138,15,3,33,107,5/8/2024
L7397,S11001,3,5,41,40,5/10/2024
L7398,S6770,8,8,12,36,8/25/2025
L7399,S4526,11,8,28,81,8/11/2024
L7400,S10544,3,1,14,41,6/2/2024
L7401,S5295,13,9,33,35,6/6/2024
L7402,S13422,7,7,10,94,4/17/2024
L7403,S8853,4,1,33,108,2/7/2024
L7404,S4298,16,8,36,102,2/19/2024
L7405,S8583,8,3,6,71,2/8/2024
L7406,S7248,7,8,39,23,4/4/2024
L7407,S10792,5,6,27,49,7/22/2024
L7408,S4395,16,7,5,99,12/16/2024
L7409,S1366,3,8,9,38,4/9/2024
L7410,S6401,8,5,27,49,2/3/2025
L7411,S7484,10,5,5,49,1/18/2025
L7412,S3008,11,1,15,75,2/5/2024
L7413,S5974,15,4,19,100,2/1/2025
L7414,S10316,2,9,47,42,6/16/2025
L7415,S5235,1,1,17,11,4/9/2024
L7416,S1743,9,3,8,29,5/24/2024
L7417,S6084,9,5,45,65,8/13/2024
L7418,S14866,10,1,35,49,4/19/2025
L7419,S14857,7,6,26,69,5/2/2024
L7420,S3754,9,1,43,61,5/11/2024
L7421,S1214,2,8,36,73,7/7/2025
L7422,S2742,6,6,41,53,6/18/2024
L7423,S7201,8,5,41,76,2/11/2024
L7424,S13389,14,7,32,49,8/4/2024
L7425,S1244,13,9,40,23,4/10/2025
L7426,S13420,7,4,37,99,6/15/2025
L7427,S11456,10,3,39,68,3/6/2024
L7428,S7664,4,3,26,83,1/10/2025
L7429,S4398,8,1,23,42,6/10/2025
L7430,S5171,3,4,19,62,2/7/2024
L7431,S12446,7,8,16,65,7/23/2024
L7432,S14293,9,2,30,62,10/21/2024
L7433,S2551,11,1,11,26,10/9/2025
L7434,S1985,9,2,28,48,7/12/2025
L7435,S6072,11,5,33,113,4/30/2024
L7436,S5708,6,9,25,28,8/26/2025
L7437,S6709,12,3,35,72,9/14/2025
L7438,S10105,2,4,49,51,11/30/2024
L7439,S8788,10,9,46,112,12/30/2024
L7440,S11339,2,4,42,40,3/6/2025
L7441,S12845,16,8,32,89,6/23/2024
L7442,S13343,5,4,27,103,1/8/2025
L7443,S4632,12,9,26,85,4/11/2025
L7444,S10995,5,3,8,91,6/28/2024
L7445,S10123,2,3,5,115,8/15/2025
L7446,S12367,2,5,49,21,10/4/2025
L7447,S7967,2,3,16,86,1/18/2024
L7448,S14227,14,3,24,87,9/22/2025
L7449,S9723,7,5,49,40,1/14/2024
L7450,S7443,16,9,34,31,12/31/2024
L7451,S3477,3,4,20,59,2/12/2025
L7452,S1650,16,5,29,87,2/26/2024
L7453,S12270,2,9,43,58,3/14/2024
L7454,S2154,11,3,20,85,7/22/2024
L7455,S9716,6,5,38,77,5/31/2024
L7456,S3211,2,8,47,115,1/26/2025
L7457,S11254,1,3,9,10,8/3/2025
L7458,S8703,2,8,15,29,4/16/2024
L7459,S2077,15,2,6,81,3/31/2025
L7460,S9072,13,7,12,25,12/10/2024
L7461,S5422,12,8,19,62,11/28/2024
L7462,S3805,6,6,18,50,5/28/2025
L7463,S12961,12,7,37,80,5/3/2025
L7464,S5274,12,9,49,106,3/9/2025
L7465,S14334,4,3,15,84,6/23/2025
L7466,S14293,2,1,47,20,5/29/2025
L7467,S8387,15,4,17,106,2/15/2025
L7468,S14601,9,1,41,23,8/23/2025
L7469,S1653,10,5,35,86,6/30/2025
L7470,S13601,5,9,14,106,2/22/2024
L7471,S13479,6,9,40,99,7/7/2025
L7472,S7154,7,2,41,30,2/20/2025
L7473,S10735,13,1,25,14,5/6/2025
L7474,S3233,1,3,40,111,7/19/2025
L7475,S4406,3,6,27,84,9/8/2024
L7476,S8894,10,6,36,101,7/15/2025
L7477,S2734,16,6,10,24,7/8/2024
L7478,S4502,15,6,35,95,5/20/2024
L7479,S7214,12,5,22,80,3/20/2025
L7480,S12312,11,4,6,62,6/11/2025
L7481,S10272,12,9,10,55,11/2/2024
L7482,S5428,14,8,38,72,9/29/2025
L7483,S5900,14,1,28,92,4/5/2025
L7484,S9129,3,3,11,102,12/20/2024
L7485,S13834,4,8,41,71,3/11/2025
L7486,S12056,1,7,6,42,7/8/2024
L7487,S5605,8,5,16,77,6/15/2025
L7488,S9282,13,6,49,44,10/6/2024
L7489,S11141,5,3,36,105,3/6/2025
L7490,S5408,14,8,35,34,5/14/2025
L7491,S6897,14,4,22,53,3/14/2024
L7492,S8066,7,3,5,34,8/5/2024
L7493,S12166,14,2,11,29,7/19/2024
L7494,S12544,5,4,10,20,12/5/2024
L7495,S3765,4,4,22,64,10/22/2024
L7496,S13576,4,6,34,64,10/6/2025
L7497,S8791,3,5,33,80,8/12/2025
L7498,S13930,3,4,6,21,8/24/2025
L7499,S11884,2,4,17,62,7/14/2025
L7500,S11363,11,7,27,101,1/30/2025
L7501,S1180,16,7,27,42,8/27/2024
L7502,S3491,2,3,23,110,7/18/2025
L7503,S2606,1,9,48,24,5/28/2024
L7504,S7996,13,1,8,26,3/8/2024
L7505,S11195,2,4,10,49,9/24/2025
L7506,S7552,8,3,36,10,2/10/2024
L7507,S7105,13,3,25,60,5/6/2025
L7508,S11933,15,5,6,112,2/9/2025
L7509,S3358,15,4,31,76,5/15/2024
L7510,S7429,1,1,13,72,9/2/2025
L7511,S8387,15,5,10,25,9/8/2024
L7512,S13022,15,7,17,70,9/5/2025
L7513,S2925,9,8,48,104,2/19/2024
L7514,S5438,1,7,32,52,1/26/2025
L7515,S12953,1,6,28,38,11/22/2024
L7516,S13079,3,9,17,86,11/22/2024
L7517,S4693,15,8,23,110,6/24/2025
L7518,S5846,5,3,45,116,3/2/2024
L7519,S7110,7,1,46,80,5/20/2025
L7520,S8616,11,3,23,38,3/17/2025
L7521,S11546,1,5,40,53,1/21/2025
L7522,S2460,10,5,31,34,9/23/2025
L7523,S3816,11,9,28,68,10/6/2025
L7524,S13793,8,5,36,83,2/23/2024
L7525,S9200,16,6,12,95,10/5/2025
L7526,S5507,2,7,43,105,5/25/2025
L7527,S5641,1,9,41,78,4/30/2025
L7528,S8615,4,7,40,22,6/29/2024
L7529,S3712,4,1,41,103,8/27/2024
L7530,S8874,3,7,12,113,8/24/2025
L7531,S9853,2,9,28,75,1/28/2025
L7532,S12426,12,6,21,80,12/2/2024
L7533,S10224,11,8,19,52,9/24/2025
L7534,S4312,1,3,9,63,10/18/2025
L7535,S13024,15,7,48,81,11/6/2024
L7536,S11231,13,7,13,118,10/7/2024
L7537,S14784,4,6,32,47,12/18/2024
L7538,S3042,6,6,20,70,7/26/2024
L7539,S2577,5,2,5,76,5/2/2024
L7540,S2860,3,1,24,35,4/4/2025
L7541,S8540,5,3,39,48,9/16/2024
L7542,S7821,5,9,24,21,6/27/2024
L7543,S14264,5,9,33,72,8/22/2025
L7544,S6849,2,2,31,86,1/24/2025
L7545,S3203,14,1,39,56,9/24/2024
L7546,S11673,12,1,36,98,3/19/2024
L7547,S6188,10,9,38,18,3/17/2024
L7548,S13884,15,5,42,39,2/23/2025
L7549,S4282,14,3,47,113,12/31/2024
L7550,S13828,16,2,34,32,2/17/2024
L7551,S1047,12,5,18,117,3/27/2024
L7552,S10276,9,4,23,55,5/6/2024
L7553,S3216,16,7,37,65,11/5/2024
L7554,S5468,5,8,37,66,12/16/2024
L7555,S5310,3,8,28,98,4/30/2024
L7556,S10689,13,3,31,100,12/10/2024
L7557,S13698,13,1,22,92,9/22/2024
L7558,S7659,10,7,8,101,8/17/2024
L7559,S10148,14,4,36,115,7/9/2025
L7560,S14315,3,3,16,52,3/27/2024
L7561,S6433,1,4,45,99,10/2/2025
L7562,S11786,10,2,25,98,5/27/2024
L7563,S13235,2,2,31,96,4/2/2025
L7564,S5439,4,1,10,68,9/6/2025
L7565,S5289,1,6,8,51,1/8/2025
L7566,S1991,7,5,21,43,11/28/2024
L7567,S9302,6,1,36,74,8/1/2024
L7568,S2543,14,9,27,29,5/8/2024
L7569,S11523,16,7,24,105,7/1/2024
L7570,S3696,11,2,22,84,3/4/2024
L7571,S2336,11,4,39,67,7/18/2025
L7572,S12297,6,8,45,99,8/13/2025
L7573,S14294,5,3,43,71,8/27/2025
L7574,S10499,8,9,12,77,8/23/2025
L7575,S1363,15,4,30,44,5/16/2024
L7576,S1898,13,1,24,26,1/7/2024
L7577,S3899,14,7,19,27,1/29/2025
L7578,S2077,4,8,10,115,9/20/2025
L7579,S1675,12,1,31,32,10/22/2024
L7580,S12294,3,4,16,19,8/14/2024
L7581,S6004,15,4,15,55,4/9/2024
L7582,S10031,16,8,34,118,4/20/2025
L7583,S11975,14,8,38,107,12/13/2024
L7584,S6201,15,7,35,90,4/4/2025
L7585,S7590,11,4,23,50,7/18/2024
L7586,S14654,2,9,16,66,8/30/2024
L7587,S3438,14,4,7,53,2/16/2024
L7588,S13248,7,8,19,50,5/28/2024
L7589,S1023,16,8,49,50,9/6/2025
L7590,S12114,1,3,21,72,8/15/2024
L7591,S1501,12,5,9,32,4/4/2024
L7592,S13200,9,7,17,69,2/11/2024
L7593,S2916,8,1,32,105,4/16/2024
L7594,S8601,1,6,8,12,4/13/2025
