Enrollment_ID,Student_ID,Course_Name,Attendance,Grade,Credits
E6530,S2993,AI Basics,99,57,3
E6531,S10733,AI Basics,72,59,3
E6532,S3038,Communication Skills,96,96,4
E6533,S8226,Statistics,81,62,3
E6534,S11771,Communication Skills,99,81,4
E6535,S1574,Math,96,94,4
E6536,S3934,Programming,60,91,3
E6537,S2427,Programming,84,52,3
E6538,S5035,AI Basics,79,80,4
E6539,S5548,Programming,68,54,4
E6540,S12418,AI Basics,65,70,4
E6541,S12484,Math,72,92,4
E6542,S1980,Statistics,68,77,3
E6543,S9536,Statistics,100,68,3
E6544,S7102,Statistics,92,96,4
E6545,S8945,Programming,97,51,4
E6546,S13208,AI Basics,76,85,4
E6547,S9631,Programming,89,61,4
E6548,S12407,Programming,60,59,3
E6549,S5855,AI Basics,98,94,3
E6550,S11503,Statistics,91,75,3
E6551,S11723,Communication Skills,66,50,3
E6552,S6836,Statistics,68,64,3
E6553,S3846,Programming,69,91,4
E6554,S5390,Math,68,83,3
E6555,S4675,AI Basics,67,65,3
E6556,S6647,Communication Skills,92,85,3
E6557,S3548,Statistics,67,51,3
E6558,S10156,AI Basics,67,71,3
E6559,S4666,Math,71,95,4
E6560,S3417,Programming,90,81,4
E6561,S4737,Math,95,77,4
E6562,S3766,Programming,89,56,4
E6563,S8675,Communication Skills,79,61,4
E6564,S3720,AI Basics,72,69,3
E6565,S13025,AI Basics,77,51,3
E6566,S8886,Statistics,72,78,4
E6567,S2686,Communication Skills,89,74,4
E6568,S12662,Communication Skills,100,55,3
E6569,S7099,Statistics,80,64,4
E6570,S3721,Math,77,88,3
E6571,S1267,Communication Skills,100,55,4
E6572,S1749,AI Basics,94,50,3
E6573,S10947,Programming,75,98,3
E6574,S3821,AI Basics,94,59,4
E6575,S2124,Statistics,82,72,3
E6576,S1490,AI Basics,68,90,4
E6577,S9428,Statistics,75,93,4
E6578,S11920,Programming,61,79,4
E6579,S6851,Communication Skills,81,69,3
E6580,S4131,Programming,74,59,4
E6581,S2249,AI Basics,65,88,4
E6582,S13156,Math,66,67,3
E6583,S2169,Programming,60,68,3
E6584,S10558,Communication Skills,65,50,3
E6585,S11904,Statistics,92,92,4
E6586,S1521,Math,97,82,3
E6587,S7760,Communication Skills,92,82,4
E6588,S6263,Communication Skills,61,82,3
E6589,S6560,Math,72,88,3
E6590,S8269,Communication Skills,83,62,3
E6591,S3930,AI Basics,67,90,4
E6592,S7000,Communication Skills,69,73,3
E6593,S10166,Math,82,91,4
E6594,S6526,Math,63,70,3
E6595,S11290,AI Basics,92,58,4
E6596,S2390,AI Basics,64,52,4
E6597,S7676,Math,97,66,4
E6598,S5414,Statistics,93,97,4
E6599,S4401,Statistics,100,80,4
E6600,S12382,AI Basics,99,58,3
E6601,S1932,Programming,84,95,4
E6602,S7966,AI Basics,96,75,3
E6603,S6045,Statistics,66,67,3
E6604,S6559,Math,73,59,4
E6605,S9061,Math,95,60,3
E6606,S13939,Math,80,83,3
E6607,S1291,AI Basics,81,63,3
E6608,S10786,Programming,87,56,4
E6609,S6837,Math,64,58,3
E6610,S10258,AI Basics,64,93,4
E6611,S10582,Statistics,91,71,3
E6612,S10385,Programming,62,92,4
E6613,S8582,AI Basics,93,77,3
E6614,S1132,Statistics,94,98,3
E6615,S2720,Statistics,94,83,4
E6616,S3827,AI Basics,74,57,3
E6617,S7578,Programming,72,58,4
E6618,S14428,AI Basics,75,57,3
E6619,S11997,Communication Skills,62,55,3
E6620,S7011,Math,81,87,4
E6621,S12769,Statistics,61,97,3
E6622,S5309,Programming,95,99,4
E6623,S9505,Programming,97,99,3
E6624,S5435,Communication Skills,100,92,3
E6625,S8001,Communication Skills,99,90,3
E6626,S10074,Programming,97,77,3
E6627,S5204,AI Basics,66,65,3
E6628,S2279,Statistics,66,79,4
E6629,S5694,Statistics,93,96,3
E6630,S7106,AI Basics,68,90,4
E6631,S6583,Statistics,72,68,4
E6632,S2483,Math,94,95,4
E6633,S6089,Statistics,93,77,3
E6634,S9042,Communication Skills,66,92,4
E6635,S2277,AI Basics,93,74,4
E6636,S2902,Math,83,90,3
E6637,S7098,AI Basics,76,82,3
E6638,S9959,AI Basics,89,98,4
E6639,S7209,Communication Skills,79,98,3
E6640,S3071,AI Basics,99,53,4
E6641,S8761,Math,67,50,3
E6642,S14269,Programming,97,82,4
E6643,S2784,Math,92,59,4
E6644,S6258,Math,78,95,4
E6645,S11472,Communication Skills,95,73,3
E6646,S14033,Programming,94,87,3
E6647,S1057,AI Basics,94,63,3
E6648,S6270,Programming,88,93,3
E6649,S8281,Programming,86,93,4
E6650,S6434,Math,96,80,4
E6651,S9333,Communication Skills,67,85,4
E6652,S6583,Communication Skills,91,76,3
E6653,S2536,Math,72,99,4
E6654,S12361,AI Basics,60,55,3
E6655,S5193,Communication Skills,99,93,4
E6656,S11796,Math,61,85,4
E6657,S3863,Programming,67,90,4
E6658,S11209,AI Basics,84,98,3
E6659,S10694,Statistics,88,58,3
E6660,S14448,Math,79,53,3
E6661,S10110,Statistics,98,54,3
E6662,S9597,Math,96,77,3
E6663,S13849,Math,79,66,4
E6664,S3303,Communication Skills,79,72,3
E6665,S9280,Statistics,75,53,3
E6666,S12767,AI Basics,60,81,3
E6667,S1822,Programming,82,55,3
E6668,S11749,Programming,89,67,4
E6669,S13737,AI Basics,98,52,4
E6670,S12089,Communication Skills,65,50,3
E6671,S11019,Programming,71,93,3
E6672,S14040,Statistics,86,95,4
E6673,S8315,Programming,62,62,3
E6674,S1726,Math,80,91,4
E6675,S14752,Statistics,69,51,4
E6676,S5682,Programming,63,99,4
E6677,S6641,Programming,77,96,4
E6678,S2019,Programming,76,50,3
E6679,S10511,Statistics,99,68,3
E6680,S4227,Communication Skills,76,62,3
E6681,S14067,Programming,79,54,3
E6682,S10327,Programming,73,85,4
E6683,S14260,Programming,64,94,4
E6684,S1134,Math,63,59,4
E6685,S10530,AI Basics,94,52,3
E6686,S14232,Math,74,86,4
E6687,S10315,Communication Skills,78,79,3
E6688,S3476,Math,97,72,3
E6689,S3376,Statistics,84,55,4
E6690,S9792,Math,69,65,3
E6691,S13160,Programming,64,72,4
E6692,S6258,Communication Skills,90,99,4
E6693,S6760,Programming,80,93,4
E6694,S8226,Statistics,77,67,4
E6695,S9530,Programming,81,73,3
E6696,S5157,Communication Skills,96,99,3
E6697,S11953,Programming,78,85,4
E6698,S13266,Programming,81,84,4
E6699,S9990,AI Basics,86,94,4
E6700,S9732,AI Basics,61,66,3
E6701,S4827,Math,69,53,3
E6702,S8974,Programming,97,79,3
E6703,S6875,Statistics,99,57,3
E6704,S7218,Communication Skills,82,93,4
E6705,S5000,Communication Skills,70,70,4
E6706,S13428,Math,78,55,4
E6707,S7177,AI Basics,60,51,3
E6708,S13963,Communication Skills,63,61,4
E6709,S8077,Statistics,91,72,4
E6710,S10520,Statistics,62,94,3
E6711,S6188,Statistics,82,52,3
E6712,S5891,AI Basics,94,64,4
E6713,S8587,Communication Skills,90,59,4
E6714,S6472,Programming,60,67,4
E6715,S5987,AI Basics,89,50,4
E6716,S10324,Math,95,53,3
E6717,S1642,Communication Skills,90,79,3
E6718,S6068,AI Basics,90,65,4
E6719,S8491,Math,98,68,4
E6720,S8617,Programming,62,82,4
E6721,S9195,AI Basics,92,84,4
E6722,S10250,Math,82,68,3
E6723,S9079,Statistics,74,95,4
E6724,S12597,Programming,76,88,4
E6725,S10494,Math,64,73,3
E6726,S2514,Programming,85,87,4
E6727,S12315,Programming,71,67,4
E6728,S10876,Programming,62,76,3
E6729,S13969,Math,73,79,3
E6730,S6876,Programming,63,54,3
E6731,S13616,Statistics,99,88,4
E6732,S3717,Communication Skills,84,90,4
E6733,S6504,Math,74,76,3
E6734,S6852,Programming,78,76,3
E6735,S13723,Communication Skills,60,94,4
E6736,S9042,AI Basics,69,82,3
E6737,S10501,Programming,70,73,4
E6738,S7492,Statistics,91,52,3
E6739,S7343,Math,87,83,4
E6740,S6506,Programming,70,86,3
E6741,S10161,Programming,93,53,3
E6742,S5819,Communication Skills,66,84,3
E6743,S3654,Statistics,84,99,4
E6744,S14742,Math,83,64,3
E6745,S8559,Programming,82,79,4
E6746,S11629,Statistics,72,87,3
E6747,S13837,Programming,89,70,4
E6748,S3864,Communication Skills,77,99,4
E6749,S4163,AI Basics,98,64,3
E6750,S9520,Programming,65,78,4
E6751,S11253,Statistics,71,59,4
E6752,S7160,Statistics,68,64,4
E6753,S2367,Communication Skills,87,57,3
E6754,S9066,Statistics,66,97,4
E6755,S13690,Statistics,90,80,3
E6756,S1093,AI Basics,62,83,3
E6757,S2253,AI Basics,76,90,3
E6758,S10193,Math,74,56,3
E6759,S4615,Statistics,79,53,3
E6760,S11195,Statistics,90,69,4
E6761,S12725,Math,84,94,4
E6762,S9568,Statistics,82,83,3
E6763,S9406,Statistics,93,75,4
E6764,S9128,Statistics,60,88,4
E6765,S13479,AI Basics,92,66,3
E6766,S11605,Programming,93,70,3
E6767,S2757,Programming,77,83,4
E6768,S15000,Communication Skills,89,87,4
E6769,S13117,Statistics,71,70,3
E6770,S10452,Programming,89,60,3
E6771,S1249,Math,82,81,4
E6772,S7316,Math,65,69,4
E6773,S9117,AI Basics,100,56,4
E6774,S12915,Programming,99,54,4
E6775,S6039,Programming,64,78,4
E6776,S5265,Communication Skills,89,67,3
E6777,S13740,AI Basics,65,69,4
E6778,S3166,AI Basics,89,78,3
E6779,S3739,Math,61,70,4
E6780,S6964,Statistics,88,83,4
E6781,S5128,AI Basics,63,85,4
E6782,S3596,Statistics,97,80,3
E6783,S13846,AI Basics,69,69,4
E6784,S8681,AI Basics,79,61,3
E6785,S14832,Communication Skills,100,59,3
E6786,S8418,Statistics,76,62,4
E6787,S11454,Communication Skills,80,64,4
E6788,S2481,Math,61,81,4
E6789,S2711,AI Basics,65,84,4
E6790,S9243,AI Basics,81,50,3
E6791,S2526,AI Basics,67,68,4
E6792,S8031,Statistics,62,80,4
E6793,S14945,Math,74,99,4
E6794,S11590,Communication Skills,85,52,3
E6795,S5673,Programming,100,82,3
E6796,S9393,Communication Skills,66,52,3
E6797,S7495,Communication Skills,94,51,4
E6798,S12649,Communication Skills,73,86,4
E6799,S3453,Math,77,96,3
E6800,S9939,Math,80,89,4
E6801,S1770,AI Basics,84,53,4
E6802,S13312,Programming,90,67,3
E6803,S12405,Programming,62,65,4
E6804,S12470,Programming,64,87,4
E6805,S14073,Math,100,89,4
E6806,S7398,Programming,99,78,3
E6807,S1359,Statistics,77,82,4
E6808,S3814,AI Basics,65,94,4
E6809,S13254,AI Basics,62,63,3
E6810,S11225,Communication Skills,62,76,4
E6811,S4889,Math,92,59,4
E6812,S4643,Statistics,99,54,4
E6813,S8764,Communication Skills,100,55,3
E6814,S7662,Communication Skills,64,50,4
E6815,S4458,Communication Skills,83,71,3
E6816,S4417,Statistics,80,64,4
E6817,S13713,AI Basics,91,76,4
E6818,S14188,Communication Skills,87,54,3
E6819,S13017,Communication Skills,60,87,3
E6820,S13170,Communication Skills,69,76,3
E6821,S8269,Communication Skills,95,53,4
E6822,S10410,Programming,69,53,4
E6823,S4252,Programming,76,80,4
E6824,S11681,Communication Skills,100,94,3
E6825,S1717,Programming,66,75,3
E6826,S14264,Communication Skills,67,95,4
E6827,S1898,Communication Skills,90,85,3
E6828,S2433,AI Basics,99,83,4
E6829,S6171,Programming,89,61,3
E6830,S2032,Communication Skills,94,62,3
E6831,S13803,Programming,78,95,4
E6832,S7092,Statistics,83,66,4
E6833,S11796,Programming,61,62,3
E6834,S3194,Statistics,78,87,4
E6835,S6228,Programming,96,79,4
E6836,S11520,Math,92,59,3
E6837,S11298,Math,72,75,4
E6838,S10108,Programming,71,57,4
E6839,S8935,Programming,92,51,3
E6840,S5779,Communication Skills,99,66,3
E6841,S9053,Programming,63,98,3
E6842,S5857,Statistics,74,54,4
E6843,S6253,Statistics,97,75,3
E6844,S10046,Programming,73,73,3
E6845,S6730,AI Basics,95,65,4
E6846,S4184,Math,74,79,3
E6847,S6017,Programming,62,86,3
E6848,S2286,Statistics,64,63,4
E6849,S10220,Statistics,99,65,3
E6850,S9211,Math,82,98,4
E6851,S6465,Statistics,78,87,3
E6852,S11267,Programming,87,65,4
E6853,S1418,Programming,68,89,4
E6854,S3743,Statistics,81,63,4
E6855,S13341,Statistics,93,98,3
E6856,S6564,Statistics,91,96,3
E6857,S11327,Programming,89,86,4
E6858,S9633,Communication Skills,60,65,3
E6859,S3694,Programming,64,71,4
E6860,S12436,Math,68,72,4
E6861,S2659,Math,84,83,3
E6862,S6452,Communication Skills,78,92,3
E6863,S1481,Statistics,94,54,4
E6864,S14980,AI Basics,93,63,4
E6865,S4362,Communication Skills,61,57,3
E6866,S5420,Math,95,95,3
E6867,S7573,Statistics,92,88,4
E6868,S5477,AI Basics,80,66,4
E6869,S6716,Statistics,64,99,4
E6870,S6177,Communication Skills,85,99,3
E6871,S13759,Programming,68,61,3
E6872,S6131,Programming,81,62,4
E6873,S7794,Statistics,88,73,4
E6874,S3414,AI Basics,76,85,4
E6875,S8080,Communication Skills,86,86,4
E6876,S14240,Statistics,91,73,4
E6877,S5735,Math,90,78,3
E6878,S5265,Math,65,97,3
E6879,S8230,Math,86,88,3
E6880,S10211,Statistics,70,89,3
E6881,S8684,Math,87,79,3
E6882,S5389,Statistics,75,85,3
E6883,S9395,Communication Skills,94,81,4
E6884,S8972,Statistics,76,65,3
E6885,S5065,AI Basics,88,70,3
E6886,S9853,Communication Skills,82,89,3
E6887,S5112,Programming,72,64,4
E6888,S11583,Programming,71,51,3
E6889,S12076,Communication Skills,84,66,3
E6890,S7580,Math,81,66,4
E6891,S6070,Math,68,86,4
E6892,S3517,Programming,94,74,4
E6893,S4960,Math,83,94,4
E6894,S4372,AI Basics,97,99,3
E6895,S9982,Math,74,92,4
E6896,S8142,Communication Skills,94,77,4
E6897,S9975,Statistics,63,54,4
E6898,S10244,Statistics,93,94,3
E6899,S11828,Math,81,61,4
E6900,S14380,AI Basics,83,95,4
E6901,S4259,Programming,70,78,3
E6902,S12152,Communication Skills,70,87,3
E6903,S11164,Statistics,62,53,3
E6904,S3748,Statistics,85,66,4
E6905,S9131,Statistics,74,96,4
E6906,S3185,Statistics,85,99,3
E6907,S11541,AI Basics,93,51,4
E6908,S4949,Math,92,56,4
E6909,S8014,Math,98,92,4
E6910,S13888,Math,94,57,3
E6911,S10968,Programming,99,95,4
E6912,S2719,Communication Skills,71,65,4
E6913,S6325,Communication Skills,69,99,3
E6914,S9429,Math,77,93,4
E6915,S7507,Programming,90,66,3
E6916,S9940,AI Basics,67,88,4
E6917,S11372,Math,72,52,4
E6918,S1110,AI Basics,73,94,4
E6919,S4251,Statistics,75,91,4
E6920,S8194,Communication Skills,99,82,3
E6921,S9433,AI Basics,71,92,3
E6922,S7532,Programming,71,60,3
E6923,S10110,Programming,80,52,4
E6924,S7411,AI Basics,74,67,3
E6925,S10802,Math,84,72,3
E6926,S1122,Math,73,89,3
E6927,S11365,Math,80,66,3
E6928,S9174,Programming,71,61,3
E6929,S14544,Math,90,57,3
E6930,S14330,Programming,92,93,3
E6931,S14043,AI Basics,68,52,4
E6932,S8631,AI Basics,100,64,4
E6933,S9441,Math,81,57,4
E6934,S13414,Programming,96,79,3
E6935,S13895,Programming,80,55,3
E6936,S2001,AI Basics,67,81,4
E6937,S12868,Math,67,86,4
E6938,S5555,Communication Skills,67,64,3
E6939,S6194,Statistics,73,64,3
E6940,S9887,AI Basics,81,83,4
E6941,S4456,Statistics,85,96,4
E6942,S2815,Math,67,71,4
E6943,S8996,Math,68,89,4
E6944,S14695,AI Basics,84,87,3
E6945,S9516,Statistics,81,55,4
E6946,S8018,Math,68,95,3
E6947,S2360,Programming,69,52,3
E6948,S14333,Programming,73,87,4
E6949,S1704,Math,76,62,3
E6950,S3202,Programming,84,63,3
E6951,S8536,Programming,85,54,3
E6952,S9196,Communication Skills,68,92,3
E6953,S12010,Programming,66,51,3
E6954,S11242,Programming,98,99,4
E6955,S3778,Communication Skills,90,92,4
E6956,S3230,AI Basics,70,98,4
E6957,S1878,Programming,69,50,4
E6958,S5555,Programming,79,94,4
E6959,S13170,AI Basics,84,88,3
E6960,S11699,Math,95,56,3
E6961,S12797,Statistics,94,58,4
E6962,S5312,Communication Skills,65,71,3
E6963,S2077,Math,95,71,3
E6964,S5602,AI Basics,97,60,3
E6965,S4690,Math,76,95,4
E6966,S10117,AI Basics,83,97,4
E6967,S3868,Statistics,70,66,3
E6968,S10708,AI Basics,91,54,3
E6969,S7367,AI Basics,66,82,4
E6970,S1949,AI Basics,75,62,3
E6971,S7216,Programming,75,73,4
E6972,S6683,Statistics,70,91,4
E6973,S4046,Math,71,96,3
E6974,S3512,Communication Skills,79,77,4
E6975,S4035,Programming,87,69,3
E6976,S12071,AI Basics,67,71,3
E6977,S12623,Communication Skills,72,97,4
E6978,S8672,Communication Skills,89,69,4
E6979,S10870,Communication Skills,87,80,4
E6980,S4257,Programming,96,87,4
E6981,S9659,Statistics,72,50,3
E6982,S7522,Communication Skills,92,88,4
E6983,S9667,Math,93,78,4
E6984,S1668,Programming,86,72,4
E6985,S5172,Communication Skills,87,83,4
E6986,S5707,Statistics,79,66,3
E6987,S7284,AI Basics,95,80,3
E6988,S7788,Statistics,85,75,4
E6989,S13141,Statistics,64,62,3
E6990,S7526,Statistics,77,71,4
E6991,S3740,Math,92,80,4
E6992,S12005,Math,70,70,4
E6993,S7580,Math,98,52,3
E6994,S6835,Communication Skills,66,60,4
E6995,S3430,Statistics,79,61,3
E6996,S7344,Statistics,96,56,3
E6997,S12797,Math,60,81,4
E6998,S2366,Statistics,63,71,4
E6999,S13723,Programming,92,61,4
E7000,S5845,Math,89,82,3
E7001,S12056,Statistics,95,94,3
E7002,S4526,AI Basics,62,75,4
E7003,S11875,Programming,100,52,4
E7004,S9389,Communication Skills,63,55,3
E7005,S6299,AI Basics,73,70,4
E7006,S3769,Programming,80,73,3
E7007,S9791,AI Basics,79,56,4
E7008,S8772,Communication Skills,66,68,3
E7009,S5474,Programming,83,96,4
E7010,S12172,Math,75,89,4
E7011,S5288,Communication Skills,91,65,4
E7012,S11564,Communication Skills,62,78,4
E7013,S10285,Programming,73,91,3
E7014,S10117,Programming,100,60,4
E7015,S6749,Communication Skills,60,57,4
E7016,S3720,Communication Skills,89,91,3
E7017,S13636,AI Basics,80,83,4
E7018,S7368,Math,93,53,3
E7019,S8229,Communication Skills,87,84,3
E7020,S13997,AI Basics,85,85,3
E7021,S10372,Communication Skills,91,89,4
E7022,S4346,Math,61,79,3
E7023,S8793,Communication Skills,64,53,3
E7024,S14428,Statistics,84,53,3
E7025,S8990,AI Basics,91,63,4
E7026,S8337,Programming,83,66,4
E7027,S5439,AI Basics,72,66,3
E7028,S12265,Statistics,89,90,3
E7029,S2803,Math,96,53,3
E7030,S2559,Communication Skills,97,90,4
E7031,S5808,Communication Skills,98,76,3
E7032,S10986,Math,63,77,3
E7033,S7820,Programming,73,95,4
E7034,S13288,Math,71,99,3
E7035,S5823,Math,77,89,4
E7036,S13696,Programming,86,84,4
E7037,S6825,Programming,91,78,3
E7038,S9044,Math,61,72,3
E7039,S11942,Communication Skills,77,91,3
E7040,S12463,AI Basics,82,99,3
E7041,S1048,Statistics,66,58,3
E7042,S14957,Statistics,89,89,3
E7043,S13315,Programming,62,87,3
E7044,S13144,Programming,60,53,4
E7045,S4887,AI Basics,100,92,3
E7046,S4653,Programming,98,83,3
E7047,S10615,Statistics,98,55,3
E7048,S7505,Communication Skills,79,72,3
E7049,S3672,Programming,68,74,4
E7050,S13252,AI Basics,95,82,3
E7051,S7289,Programming,94,94,3
E7052,S13250,Communication Skills,92,89,3
E7053,S5588,Programming,92,93,4
E7054,S1422,Communication Skills,97,80,3
E7055,S1311,Math,93,76,4
E7056,S13331,Programming,79,66,4
E7057,S8395,AI Basics,92,83,3
E7058,S14314,AI Basics,89,57,4
E7059,S11694,AI Basics,98,87,3
E7060,S4754,Statistics,66,92,4
E7061,S5541,Math,88,74,4
E7062,S1969,Statistics,85,54,4
E7063,S5155,Programming,89,94,3
E7064,S12770,Math,69,87,3
E7065,S13659,AI Basics,70,98,4
E7066,S4392,Math,78,73,3
E7067,S8413,Math,94,74,4
E7068,S2251,Programming,65,69,4
E7069,S6041,Programming,83,62,4
E7070,S3824,Math,76,74,4
E7071,S10287,Statistics,91,86,3
E7072,S11567,AI Basics,84,93,3
E7073,S8431,Programming,66,80,4
E7074,S3183,Programming,62,61,3
E7075,S2905,Programming,90,66,3
E7076,S13965,Communication Skills,86,68,3
E7077,S3040,Communication Skills,61,75,4
E7078,S3200,Programming,63,76,4
E7079,S6712,Statistics,97,67,4
E7080,S6104,Math,79,55,3
E7081,S6366,Statistics,89,87,4
E7082,S12797,Statistics,73,82,3
E7083,S1761,Programming,97,74,3
E7084,S2146,Statistics,85,69,4
E7085,S8586,Programming,79,56,3
E7086,S2138,Math,71,88,3
E7087,S3413,Programming,66,78,4
E7088,S12098,Statistics,77,80,3
E7089,S12370,Statistics,63,80,3
E7090,S13934,Communication Skills,91,67,4
E7091,S12340,Communication Skills,97,85,3
E7092,S5319,Communication Skills,99,87,4
E7093,S5767,Math,70,89,3
E7094,S14431,Math,72,90,4
E7095,S9359,Programming,75,56,3
E7096,S13348,Communication Skills,92,92,4
E7097,S1678,Programming,77,61,4
E7098,S8993,Math,82,72,3
E7099,S10773,Statistics,82,54,4
E7100,S8271,Math,63,70,3
E7101,S12368,Programming,90,83,3
E7102,S14008,AI Basics,97,84,3
E7103,S10464,AI Basics,63,53,3
E7104,S13351,Math,85,96,3
E7105,S6856,Math,93,63,3
E7106,S12737,AI Basics,61,84,4
E7107,S6498,Programming,75,81,4
E7108,S13318,Programming,99,75,3
E7109,S9322,AI Basics,92,83,4
E7110,S2353,Programming,82,73,4
E7111,S13090,Statistics,99,74,3
E7112,S4233,Statistics,64,88,3
E7113,S6536,AI Basics,69,88,4
E7114,S3382,AI Basics,71,80,4
E7115,S5739,Statistics,94,52,3
E7116,S3475,Statistics,65,63,4
E7117,S1042,Statistics,76,60,3
E7118,S9128,Statistics,81,79,4
E7119,S1464,Statistics,71,87,3
E7120,S3083,Programming,73,80,4
E7121,S10658,Communication Skills,81,94,4
E7122,S6474,AI Basics,60,64,4
E7123,S11691,AI Basics,96,88,3
E7124,S11432,AI Basics,90,66,4
E7125,S13323,Math,70,79,3
E7126,S10510,Math,89,97,3
E7127,S10341,Math,68,63,4
E7128,S5141,Statistics,96,72,3
E7129,S5058,Statistics,68,99,4
E7130,S3353,Programming,76,68,3
E7131,S2479,AI Basics,66,95,4
E7132,S2458,Math,72,78,4
E7133,S13016,Programming,95,94,3
E7134,S5079,Statistics,72,52,3
E7135,S10464,Math,91,63,3
E7136,S14452,Programming,68,67,4
E7137,S12607,Math,94,97,3
E7138,S5311,Math,79,98,3
E7139,S6850,Programming,70,89,4
E7140,S11751,Math,93,64,3
E7141,S11650,Communication Skills,97,62,3
E7142,S8977,Statistics,61,97,3
E7143,S12701,AI Basics,75,54,3
E7144,S9430,Math,67,83,4
E7145,S14318,Communication Skills,75,56,4
E7146,S3177,Communication Skills,99,83,3
E7147,S4368,Communication Skills,100,82,4
E7148,S9626,Statistics,82,93,4
E7149,S14028,Communication Skills,67,84,4
E7150,S11356,AI Basics,86,97,4
E7151,S11217,Math,94,82,4
E7152,S9990,Programming,77,95,3
E7153,S3908,Math,64,84,4
E7154,S11903,Programming,68,56,4
E7155,S3144,Communication Skills,92,81,4
E7156,S14611,Programming,63,76,4
E7157,S11630,Programming,61,98,4
E7158,S13681,AI Basics,82,54,3
E7159,S13887,Programming,99,87,3
E7160,S11371,AI Basics,87,51,4
E7161,S12067,AI Basics,98,62,4
E7162,S4037,Math,80,97,4
E7163,S10318,Statistics,83,59,4
E7164,S13377,Math,71,56,3
E7165,S1146,AI Basics,68,88,4
E7166,S9954,Math,68,64,3
E7167,S5911,Math,94,72,3
E7168,S1655,Math,97,87,4
E7169,S13993,Communication Skills,60,76,3
E7170,S12831,AI Basics,72,94,4
E7171,S12121,Programming,91,53,3
E7172,S8433,Programming,99,66,3
E7173,S8978,Math,73,77,4
E7174,S2065,Communication Skills,68,68,3
E7175,S1049,Programming,68,75,3
E7176,S3552,Programming,66,80,3
E7177,S14902,Programming,89,89,4
E7178,S8776,Math,60,64,3
E7179,S12657,Communication Skills,81,51,3
E7180,S13996,AI Basics,89,81,3
E7181,S8516,Math,76,50,3
E7182,S3608,Programming,100,53,4
E7183,S12239,Programming,65,68,3
E7184,S4681,Statistics,85,53,3
E7185,S14416,Math,99,84,4
E7186,S14468,Math,82,92,4
E7187,S11414,AI Basics,73,95,3
E7188,S5558,Statistics,93,52,3
E7189,S2078,Math,83,50,3
E7190,S3191,Communication Skills,76,64,3
E7191,S6971,AI Basics,97,87,4
E7192,S2604,Communication Skills,73,91,4
E7193,S1316,Programming,93,95,3
E7194,S6597,Math,100,81,4
E7195,S7201,Programming,69,97,3
E7196,S2786,Programming,74,89,3
E7197,S1924,Math,96,54,4
E7198,S2846,Communication Skills,66,81,4
E7199,S10142,AI Basics,98,56,3
E7200,S1586,Communication Skills,84,99,3
E7201,S12174,Programming,69,81,3
E7202,S11341,AI Basics,83,71,3
E7203,S1943,Programming,85,54,3
E7204,S2369,AI Basics,92,99,3
E7205,S13080,Programming,78,75,3
E7206,S3881,Programming,89,90,3
E7207,S4425,Communication Skills,72,50,4
E7208,S3553,AI Basics,91,58,4
E7209,S9761,Programming,64,94,4
E7210,S13845,Programming,91,84,3
E7211,S9518,Communication Skills,96,72,3
E7212,S10845,Programming,85,67,3
E7213,S11262,Communication Skills,83,93,3
E7214,S4566,Communication Skills,95,67,3
E7215,S4525,Programming,60,57,4
E7216,S3753,Communication Skills,89,89,4
E7217,S10249,Math,72,70,3
E7218,S13093,Math,86,71,4
E7219,S1897,Math,71,64,4
E7220,S4856,Math,92,53,3
E7221,S13662,Programming,62,71,3
E7222,S6906,Math,74,86,4
E7223,S5232,Programming,72,71,3
E7224,S10733,Math,70,77,4
E7225,S13163,Math,75,54,3
E7226,S7387,Statistics,68,74,4
E7227,S12983,Programming,67,96,4
E7228,S7249,Programming,81,93,3
E7229,S1340,Statistics,89,50,3
E7230,S6517,Communication Skills,90,83,4
E7231,S6183,Statistics,71,87,3
E7232,S10759,AI Basics,60,60,4
E7233,S6507,AI Basics,61,69,4
E7234,S11742,Communication Skills,69,51,4
E7235,S11563,Programming,83,66,3
E7236,S9075,Math,99,59,3
E7237,S11342,Statistics,99,70,3
E7238,S12856,Programming,99,60,4
E7239,S4979,Programming,68,87,3
E7240,S13929,AI Basics,84,65,3
E7241,S10967,AI Basics,67,68,3
E7242,S10691,Math,73,52,3
E7243,S11263,Communication Skills,83,98,3
E7244,S12783,Statistics,96,65,4
E7245,S8116,Communication Skills,98,69,4
E7246,S10414,Math,74,89,4
E7247,S14941,Math,60,65,3
E7248,S4531,AI Basics,61,88,4
E7249,S9223,Statistics,93,90,4
E7250,S12735,Programming,74,95,3
E7251,S7289,Statistics,82,94,3
E7252,S5618,Communication Skills,72,85,3
E7253,S8101,Math,85,52,4
E7254,S11628,Programming,78,66,3
E7255,S3380,Communication Skills,73,57,4
E7256,S11680,Statistics,72,83,3
E7257,S13874,Math,86,93,4
E7258,S7605,AI Basics,63,96,3
E7259,S1360,Statistics,97,69,3
E7260,S4076,Math,60,74,3
E7261,S7393,Math,90,97,3
E7262,S10022,Statistics,94,90,3
E7263,S2998,Math,90,61,4
E7264,S6405,Statistics,91,74,4
E7265,S12146,Math,79,73,4
E7266,S2346,Math,90,77,4
E7267,S4467,Math,80,55,4
E7268,S12887,Statistics,92,68,3
E7269,S2867,Programming,89,62,3
