Student_ID,StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade
S6803,16,79,1,1,1,1,0,18,1,16,0,90,80,1,2,1
S6804,16,79,1,1,1,1,0,21,0,15,1,52,43,1,2,3
S6805,16,79,1,1,1,1,0,24,1,15,1,100,78,1,0,1
S6806,16,79,1,1,1,1,0,21,3,11,0,70,83,1,0,1
S6807,16,79,1,1,1,1,0,29,0,14,0,73,47,1,2,3
S6808,16,79,2,1,1,1,0,18,1,16,0,90,80,1,2,1
S6809,16,79,2,1,1,1,0,21,0,15,1,52,43,1,2,3
S6810,16,79,2,1,1,1,0,24,1,15,1,100,78,1,0,1
S6811,16,79,2,1,1,1,0,21,3,11,0,70,83,1,0,1
S6812,16,79,2,1,1,1,0,29,0,14,0,73,47,1,2,3
S6813,16,79,1,0,0,1,0,18,1,16,0,90,80,1,2,1
S6814,16,79,1,0,0,1,0,21,0,15,1,52,43,1,2,3
S6815,16,79,1,0,0,1,0,24,1,15,1,100,78,1,0,1
S6816,16,79,1,0,0,1,0,21,3,11,0,70,83,1,0,1
S6817,16,79,1,0,0,1,0,29,0,14,0,73,47,1,2,3
S6818,12,85,2,1,2,1,0,29,2,2,0,93,97,0,1,0
S6819,12,85,2,1,2,1,0,23,3,3,1,91,73,1,2,1
S6820,12,85,2,1,2,1,0,24,0,2,1,56,76,1,1,1
S6821,12,85,2,1,2,1,0,25,2,5,0,58,89,0,2,0
S6822,14,76,1,1,0,1,1,27,2,5,1,88,56,1,1,2
S6823,14,76,1,1,0,1,1,20,3,17,0,76,60,1,1,2
S6824,14,76,1,1,1,1,1,27,2,5,1,88,56,1,1,2
S6825,14,76,1,1,1,1,1,20,3,17,0,76,60,1,1,2
S6826,14,76,0,0,0,0,1,27,2,5,1,88,56,1,1,2
S6827,14,76,0,0,0,0,1,20,3,17,0,76,60,1,1,2
S6828,14,76,1,0,2,1,1,27,2,5,1,88,56,1,1,2
S6829,14,76,1,0,2,1,1,20,3,17,0,76,60,1,1,2
S6830,14,76,1,0,0,1,1,27,2,5,1,88,56,1,1,2
S6831,14,76,1,0,0,1,1,20,3,17,0,76,60,1,1,2
S6832,14,76,1,0,1,1,1,27,2,5,1,88,56,1,1,2
S6833,14,76,1,0,1,1,1,20,3,17,0,76,60,1,1,2
S6834,12,68,2,1,1,1,1,22,0,9,1,58,85,1,2,0
S6835,12,68,2,1,1,1,1,29,2,6,0,58,68,1,0,2
S6836,12,68,2,1,1,1,1,21,0,11,1,95,46,0,2,3
S6837,12,68,2,0,1,1,1,22,0,9,1,58,85,1,2,0
S6838,12,68,2,0,1,1,1,29,2,6,0,58,68,1,0,2
S6839,12,68,2,0,1,1,1,21,0,11,1,95,46,0,2,3
S6840,12,68,0,0,0,1,1,22,0,9,1,58,85,1,2,0
S6841,12,68,0,0,0,1,1,29,2,6,0,58,68,1,0,2
S6842,12,68,0,0,0,1,1,21,0,11,1,95,46,0,2,3
S6843,12,68,1,1,0,1,1,22,0,9,1,58,85,1,2,0
S6844,12,68,1,1,0,1,1,29,2,6,0,58,68,1,0,2
S6845,12,68,1,1,0,1,1,21,0,11,1,95,46,0,2,3
S6846,26,80,0,1,1,1,1,22,2,13,0,96,90,1,2,0
S6847,26,80,0,1,1,1,1,19,1,18,1,82,66,1,1,2
S6848,26,80,1,1,1,1,1,22,2,13,0,96,90,1,2,0
S6849,26,80,1,1,1,1,1,19,1,18,1,82,66,1,1,2
S6850,26,80,1,1,1,1,1,22,2,13,0,96,90,1,2,0
S6851,26,80,1,1,1,1,1,19,1,18,1,82,66,1,1,2
S6852,26,80,1,0,0,1,1,22,2,13,0,96,90,1,2,0
S6853,26,80,1,0,0,1,1,19,1,18,1,82,66,1,1,2
S6854,26,80,0,0,2,1,1,22,2,13,0,96,90,1,2,0
S6855,26,80,0,0,2,1,1,19,1,18,1,82,66,1,1,2
S6856,26,80,1,1,1,0,1,22,2,13,0,96,90,1,2,0
S6857,26,80,1,1,1,0,1,19,1,18,1,82,66,1,1,2
S6858,14,89,0,1,0,0,0,28,2,4,1,62,68,1,2,2
S6859,14,89,0,1,0,0,0,21,1,6,1,70,68,1,2,2
S6860,14,89,0,1,0,0,0,24,0,12,1,86,49,0,2,3
S6861,14,89,1,0,2,1,0,28,2,4,1,62,68,1,2,2
S6862,14,89,1,0,2,1,0,21,1,6,1,70,68,1,2,2
S6863,14,89,1,0,2,1,0,24,0,12,1,86,49,0,2,3
S6864,14,89,0,0,0,1,0,28,2,4,1,62,68,1,2,2
S6865,14,89,0,0,0,1,0,21,1,6,1,70,68,1,2,2
S6866,14,89,0,0,0,1,0,24,0,12,1,86,49,0,2,3
S6867,21,76,1,0,1,1,0,27,3,17,0,67,73,1,2,1
S6868,21,76,1,0,0,1,0,27,3,17,0,67,73,1,2,1
S6869,21,76,2,1,0,1,0,27,3,17,0,67,73,1,2,1
S6870,21,76,2,0,1,1,0,27,3,17,0,67,73,1,2,1
S6871,21,76,1,1,0,1,0,27,3,17,0,67,73,1,2,1
S6872,24,82,1,1,1,1,0,23,3,18,0,92,86,1,2,0
S6873,24,82,1,1,1,1,0,21,2,1,0,55,42,0,2,3
S6874,24,82,1,1,1,1,0,25,0,12,1,76,42,1,0,3
S6875,24,82,1,1,1,1,0,27,1,10,1,59,40,1,1,3
S6876,24,82,1,0,1,1,0,23,3,18,0,92,86,1,2,0
S6877,24,82,1,0,1,1,0,21,2,1,0,55,42,0,2,3
S6878,24,82,1,0,1,1,0,25,0,12,1,76,42,1,0,3
S6879,24,82,1,0,1,1,0,27,1,10,1,59,40,1,1,3
S6880,35,65,1,1,2,1,1,27,3,20,1,95,59,0,1,2
S6881,35,65,1,1,2,1,1,25,1,17,1,94,98,0,2,0
S6882,19,80,0,0,1,1,1,23,1,7,0,55,49,1,2,3
S6883,19,80,0,0,1,1,1,23,3,3,1,69,91,1,2,0
S6884,19,80,1,1,1,1,1,23,1,7,0,55,49,1,2,3
S6885,19,80,1,1,1,1,1,23,3,3,1,69,91,1,2,0
S6886,19,80,0,0,2,1,1,23,1,7,0,55,49,1,2,3
S6887,19,80,0,0,2,1,1,23,3,3,1,69,91,1,2,0
S6888,19,80,0,0,0,1,1,23,1,7,0,55,49,1,2,3
S6889,19,80,0,0,0,1,1,23,3,3,1,69,91,1,2,0
S6890,19,80,1,1,0,1,1,23,1,7,0,55,49,1,2,3
S6891,19,80,1,1,0,1,1,23,3,3,1,69,91,1,2,0
S6892,19,80,2,1,1,1,1,23,1,7,0,55,49,1,2,3
S6893,19,80,2,1,1,1,1,23,3,3,1,69,91,1,2,0
S6894,27,67,1,1,1,1,1,25,2,18,1,77,65,1,2,2
S6895,27,67,1,1,1,1,1,23,3,6,1,80,85,0,0,0
S6896,27,67,1,1,1,1,1,27,2,13,0,95,83,1,2,1
S6897,27,67,1,0,1,1,1,25,2,18,1,77,65,1,2,2
S6898,27,67,1,0,1,1,1,23,3,6,1,80,85,0,0,0
S6899,27,67,1,0,1,1,1,27,2,13,0,95,83,1,2,1
S6900,16,65,2,0,0,1,1,28,2,15,1,58,46,1,1,3
S6901,16,65,2,0,0,1,1,19,1,17,1,92,91,0,1,0
S6902,16,65,2,0,0,1,1,26,0,1,0,83,94,1,2,0
S6903,16,65,2,0,0,1,1,24,3,10,1,62,65,0,2,2
S6904,16,65,0,0,1,1,1,28,2,15,1,58,46,1,1,3
S6905,16,65,0,0,1,1,1,19,1,17,1,92,91,0,1,0
S6906,16,65,0,0,1,1,1,26,0,1,0,83,94,1,2,0
S6907,16,65,0,0,1,1,1,24,3,10,1,62,65,0,2,2
S6908,16,65,1,0,1,1,1,28,2,15,1,58,46,1,1,3
S6909,16,65,1,0,1,1,1,19,1,17,1,92,91,0,1,0
S6910,16,65,1,0,1,1,1,26,0,1,0,83,94,1,2,0
S6911,16,65,1,0,1,1,1,24,3,10,1,62,65,0,2,2
S6912,31,76,1,1,1,1,0,20,2,20,0,53,55,1,1,2
S6913,24,96,2,0,1,1,0,18,1,2,0,82,76,0,1,1
S6914,24,96,1,1,0,0,0,18,1,2,0,82,76,0,1,1
S6915,24,96,2,0,0,1,0,18,1,2,0,82,76,0,1,1
S6916,24,96,1,0,1,1,0,18,1,2,0,82,76,0,1,1
S6917,24,96,2,1,1,1,0,18,1,2,0,82,76,0,1,1
S6918,24,96,1,0,1,1,0,18,1,2,0,82,76,0,1,1
S6919,19,67,1,1,1,1,0,29,0,1,1,81,94,1,1,0
S6920,19,67,1,1,2,1,0,29,0,1,1,81,94,1,1,0
S6921,19,67,0,0,2,1,0,29,0,1,1,81,94,1,1,0
S6922,19,67,1,0,1,1,0,29,0,1,1,81,94,1,1,0
S6923,19,67,1,0,0,1,0,29,0,1,1,81,94,1,1,0
S6924,19,67,1,0,0,1,0,29,0,1,1,81,94,1,1,0
S6925,19,67,1,1,0,1,0,29,0,1,1,81,94,1,1,0
S6926,21,71,1,1,0,0,0,29,1,16,0,68,96,1,0,0
S6927,21,71,1,1,0,0,0,24,0,14,1,78,56,1,0,2
S6928,21,71,1,1,0,1,0,29,1,16,0,68,96,1,0,0
S6929,21,71,1,1,0,1,0,24,0,14,1,78,56,1,0,2
S6930,21,71,1,1,1,1,0,29,1,16,0,68,96,1,0,0
S6931,21,71,1,1,1,1,0,24,0,14,1,78,56,1,0,2
S6932,21,71,0,0,2,1,0,29,1,16,0,68,96,1,0,0
S6933,21,71,0,0,2,1,0,24,0,14,1,78,56,1,0,2
S6934,21,71,1,0,0,1,0,29,1,16,0,68,96,1,0,0
S6935,21,71,1,0,0,1,0,24,0,14,1,78,56,1,0,2
S6936,21,71,2,1,1,1,0,29,1,16,0,68,96,1,0,0
S6937,21,71,2,1,1,1,0,24,0,14,1,78,56,1,0,2
S6938,12,94,2,1,1,1,1,18,1,12,0,87,81,0,2,1
S6939,12,94,2,1,1,1,1,26,0,12,0,84,90,1,2,0
S6940,12,94,2,0,2,1,1,18,1,12,0,87,81,0,2,1
S6941,12,94,2,0,2,1,1,26,0,12,0,84,90,1,2,0
S6942,12,94,0,1,1,1,1,18,1,12,0,87,81,0,2,1
S6943,12,94,0,1,1,1,1,26,0,12,0,84,90,1,2,0
S6944,22,61,0,1,0,1,0,27,1,17,1,91,99,1,0,0
S6945,22,61,0,1,0,1,0,24,3,16,1,78,85,0,2,0
S6946,22,61,0,1,0,1,0,24,3,14,1,97,90,1,2,0
S6947,22,61,0,1,0,1,0,27,0,12,1,63,74,0,2,1
S6948,22,61,0,1,0,1,0,27,1,3,0,84,71,1,2,1
S6949,22,61,2,1,1,1,0,27,1,17,1,91,99,1,0,0
S6950,22,61,2,1,1,1,0,24,3,16,1,78,85,0,2,0
S6951,22,61,2,1,1,1,0,24,3,14,1,97,90,1,2,0
S6952,22,61,2,1,1,1,0,27,0,12,1,63,74,0,2,1
S6953,22,61,2,1,1,1,0,27,1,3,0,84,71,1,2,1
S6954,22,61,1,1,0,1,0,27,1,17,1,91,99,1,0,0
S6955,22,61,1,1,0,1,0,24,3,16,1,78,85,0,2,0
S6956,22,61,1,1,0,1,0,24,3,14,1,97,90,1,2,0
S6957,22,61,1,1,0,1,0,27,0,12,1,63,74,0,2,1
S6958,22,61,1,1,0,1,0,27,1,3,0,84,71,1,2,1
S6959,22,61,1,0,0,1,0,27,1,17,1,91,99,1,0,0
S6960,22,61,1,0,0,1,0,24,3,16,1,78,85,0,2,0
S6961,22,61,1,0,0,1,0,24,3,14,1,97,90,1,2,0
S6962,22,61,1,0,0,1,0,27,0,12,1,63,74,0,2,1
S6963,22,61,1,0,0,1,0,27,1,3,0,84,71,1,2,1
S6964,22,61,0,0,2,1,0,27,1,17,1,91,99,1,0,0
S6965,22,61,0,0,2,1,0,24,3,16,1,78,85,0,2,0
S6966,22,61,0,0,2,1,0,24,3,14,1,97,90,1,2,0
S6967,22,61,0,0,2,1,0,27,0,12,1,63,74,0,2,1
S6968,22,61,0,0,2,1,0,27,1,3,0,84,71,1,2,1
S6969,24,63,1,0,0,1,1,27,2,2,0,69,43,1,2,3
S6970,24,63,1,0,0,1,1,27,1,12,1,52,95,1,1,0
S6971,24,63,1,0,0,1,1,22,3,7,1,63,55,1,2,2
S6972,24,63,1,1,1,1,1,27,2,2,0,69,43,1,2,3
S6973,24,63,1,1,1,1,1,27,1,12,1,52,95,1,1,0
S6974,24,63,1,1,1,1,1,22,3,7,1,63,55,1,2,2
S6975,24,63,1,0,1,1,1,27,2,2,0,69,43,1,2,3
S6976,24,63,1,0,1,1,1,27,1,12,1,52,95,1,1,0
S6977,24,63,1,0,1,1,1,22,3,7,1,63,55,1,2,2
S6978,24,63,1,1,1,1,1,27,2,2,0,69,43,1,2,3
S6979,24,63,1,1,1,1,1,27,1,12,1,52,95,1,1,0
S6980,24,63,1,1,1,1,1,22,3,7,1,63,55,1,2,2
S6981,23,71,1,1,2,1,0,25,1,19,1,86,41,1,1,3
S6982,23,71,1,1,2,1,0,26,1,17,1,63,70,1,1,1
S6983,23,71,2,0,1,1,0,25,1,19,1,86,41,1,1,3
S6984,23,71,2,0,1,1,0,26,1,17,1,63,70,1,1,1
S6985,23,71,1,1,0,1,0,25,1,19,1,86,41,1,1,3
S6986,23,71,1,1,0,1,0,26,1,17,1,63,70,1,1,1
S6987,23,71,1,0,0,1,0,25,1,19,1,86,41,1,1,3
S6988,23,71,1,0,0,1,0,26,1,17,1,63,70,1,1,1
S6989,23,71,1,1,1,1,0,25,1,19,1,86,41,1,1,3
S6990,23,71,1,1,1,1,0,26,1,17,1,63,70,1,1,1
S6991,26,68,2,1,1,1,1,24,1,12,1,59,93,1,1,0
S6992,26,68,2,1,1,1,1,26,0,10,1,81,65,0,2,2
S6993,26,68,2,1,1,1,1,20,3,17,1,84,77,0,2,1
S6994,26,68,2,0,2,1,1,24,1,12,1,59,93,1,1,0
S6995,26,68,2,0,2,1,1,26,0,10,1,81,65,0,2,2
S6996,26,68,2,0,2,1,1,20,3,17,1,84,77,0,2,1
S6997,26,68,1,0,1,1,1,24,1,12,1,59,93,1,1,0
S6998,26,68,1,0,1,1,1,26,0,10,1,81,65,0,2,2
S6999,26,68,1,0,1,1,1,20,3,17,1,84,77,0,2,1
S7000,26,68,0,1,1,1,1,24,1,12,1,59,93,1,1,0
S7001,26,68,0,1,1,1,1,26,0,10,1,81,65,0,2,2
S7002,26,68,0,1,1,1,1,20,3,17,1,84,77,0,2,1
S7003,25,69,1,1,1,1,1,19,3,14,1,88,43,1,2,3
S7004,25,69,1,1,1,1,1,26,3,8,0,62,61,0,1,2
S7005,25,69,1,1,1,1,1,19,3,1,0,63,71,1,0,1
S7006,25,69,0,1,2,1,1,19,3,14,1,88,43,1,2,3
S7007,25,69,0,1,2,1,1,26,3,8,0,62,61,0,1,2
S7008,25,69,0,1,2,1,1,19,3,1,0,63,71,1,0,1
S7009,25,69,0,1,1,1,1,19,3,14,1,88,43,1,2,3
S7010,25,69,0,1,1,1,1,26,3,8,0,62,61,0,1,2
S7011,25,69,0,1,1,1,1,19,3,1,0,63,71,1,0,1
S7012,25,69,1,1,1,1,1,19,3,14,1,88,43,1,2,3
S7013,25,69,1,1,1,1,1,26,3,8,0,62,61,0,1,2
S7014,25,69,1,1,1,1,1,19,3,1,0,63,71,1,0,1
S7015,25,69,1,0,1,0,1,19,3,14,1,88,43,1,2,3
S7016,25,69,1,0,1,0,1,26,3,8,0,62,61,0,1,2
S7017,25,69,1,0,1,0,1,19,3,1,0,63,71,1,0,1
S7018,23,92,1,0,1,1,0,20,1,18,1,82,81,0,2,1
S7019,23,92,1,0,1,1,0,22,2,16,1,92,58,1,1,2
S7020,23,92,1,0,1,1,0,25,1,14,1,70,82,1,0,1
S7021,23,92,2,0,2,1,0,20,1,18,1,82,81,0,2,1
S7022,23,92,2,0,2,1,0,22,2,16,1,92,58,1,1,2
S7023,23,92,2,0,2,1,0,25,1,14,1,70,82,1,0,1
S7024,23,92,2,0,1,1,0,20,1,18,1,82,81,0,2,1
S7025,23,92,2,0,1,1,0,22,2,16,1,92,58,1,1,2
S7026,23,92,2,0,1,1,0,25,1,14,1,70,82,1,0,1
S7027,23,92,1,1,2,1,0,20,1,18,1,82,81,0,2,1
S7028,23,92,1,1,2,1,0,22,2,16,1,92,58,1,1,2
S7029,23,92,1,1,2,1,0,25,1,14,1,70,82,1,0,1
S7030,23,92,2,0,1,1,0,20,1,18,1,82,81,0,2,1
S7031,23,92,2,0,1,1,0,22,2,16,1,92,58,1,1,2
S7032,23,92,2,0,1,1,0,25,1,14,1,70,82,1,0,1
S7033,10,60,1,0,1,1,1,25,0,19,1,91,52,1,1,3
S7034,10,60,1,0,0,0,1,25,0,19,1,91,52,1,1,3
S7035,21,76,2,1,1,1,1,29,3,3,0,56,83,1,0,1
S7036,21,76,2,1,1,1,1,18,0,11,1,74,42,0,2,3
S7037,21,76,2,1,1,1,1,19,2,7,0,57,91,0,2,0
S7038,21,76,0,1,2,0,1,29,3,3,0,56,83,1,0,1
S7039,21,76,0,1,2,0,1,18,0,11,1,74,42,0,2,3
S7040,21,76,0,1,2,0,1,19,2,7,0,57,91,0,2,0
S7041,21,76,1,1,1,1,1,29,3,3,0,56,83,1,0,1
S7042,21,76,1,1,1,1,1,18,0,11,1,74,42,0,2,3
S7043,21,76,1,1,1,1,1,19,2,7,0,57,91,0,2,0
S7044,21,76,1,1,1,1,1,29,3,3,0,56,83,1,0,1
S7045,21,76,1,1,1,1,1,18,0,11,1,74,42,0,2,3
S7046,21,76,1,1,1,1,1,19,2,7,0,57,91,0,2,0
S7047,21,76,1,1,1,1,1,29,3,3,0,56,83,1,0,1
S7048,21,76,1,1,1,1,1,18,0,11,1,74,42,0,2,3
S7049,21,76,1,1,1,1,1,19,2,7,0,57,91,0,2,0
S7050,21,76,1,1,0,1,1,29,3,3,0,56,83,1,0,1
S7051,21,76,1,1,0,1,1,18,0,11,1,74,42,0,2,3
S7052,21,76,1,1,0,1,1,19,2,7,0,57,91,0,2,0
S7053,21,76,0,1,2,1,1,29,3,3,0,56,83,1,0,1
S7054,21,76,0,1,2,1,1,18,0,11,1,74,42,0,2,3
S7055,21,76,0,1,2,1,1,19,2,7,0,57,91,0,2,0
S7056,21,76,1,1,2,1,1,29,3,3,0,56,83,1,0,1
S7057,21,76,1,1,2,1,1,18,0,11,1,74,42,0,2,3
S7058,21,76,1,1,2,1,1,19,2,7,0,57,91,0,2,0
S7059,12,87,0,1,1,0,0,25,3,9,1,79,61,1,2,2
S7060,12,87,2,1,1,0,0,25,3,9,1,79,61,1,2,2
S7061,14,88,1,0,1,1,1,18,2,17,0,100,49,0,2,3
S7062,14,88,2,1,1,1,1,18,2,17,0,100,49,0,2,3
S7063,14,88,1,1,1,1,1,18,2,17,0,100,49,0,2,3
S7064,26,89,0,1,1,1,1,25,1,4,1,88,74,1,2,1
S7065,26,89,1,0,1,1,1,25,1,4,1,88,74,1,2,1
S7066,26,89,1,1,0,1,1,25,1,4,1,88,74,1,2,1
S7067,20,98,1,0,2,1,1,25,1,10,1,61,59,1,2,2
S7068,20,98,1,0,2,1,1,18,1,14,1,77,62,1,1,2
S7069,20,98,2,1,1,1,1,25,1,10,1,61,59,1,2,2
S7070,20,98,2,1,1,1,1,18,1,14,1,77,62,1,1,2
S7071,20,98,1,1,2,1,1,25,1,10,1,61,59,1,2,2
S7072,20,98,1,1,2,1,1,18,1,14,1,77,62,1,1,2
S7073,20,98,2,1,1,1,1,25,1,10,1,61,59,1,2,2
S7074,20,98,2,1,1,1,1,18,1,14,1,77,62,1,1,2
S7075,20,98,2,1,1,1,1,25,1,10,1,61,59,1,2,2
S7076,20,98,2,1,1,1,1,18,1,14,1,77,62,1,1,2
S7077,20,98,1,1,1,1,1,25,1,10,1,61,59,1,2,2
S7078,20,98,1,1,1,1,1,18,1,14,1,77,62,1,1,2
S7079,20,98,1,0,1,1,1,25,1,10,1,61,59,1,2,2
S7080,20,98,1,0,1,1,1,18,1,14,1,77,62,1,1,2
S7081,20,98,0,0,0,1,1,25,1,10,1,61,59,1,2,2
S7082,20,98,0,0,0,1,1,18,1,14,1,77,62,1,1,2
S7083,20,98,1,0,1,1,1,25,1,10,1,61,59,1,2,2
S7084,20,98,1,0,1,1,1,18,1,14,1,77,62,1,1,2
S7085,20,98,1,1,0,1,1,25,1,10,1,61,59,1,2,2
S7086,20,98,1,1,0,1,1,18,1,14,1,77,62,1,1,2
S7087,21,97,1,1,1,1,1,19,1,20,1,100,75,1,2,1
S7088,21,97,1,1,1,1,1,19,0,4,0,58,89,1,2,0
S7089,21,97,2,1,0,1,1,19,1,20,1,100,75,1,2,1
S7090,21,97,2,1,0,1,1,19,0,4,0,58,89,1,2,0
S7091,21,97,1,1,1,1,1,19,1,20,1,100,75,1,2,1
S7092,21,97,1,1,1,1,1,19,0,4,0,58,89,1,2,0
S7093,21,97,2,1,2,1,1,19,1,20,1,100,75,1,2,1
S7094,21,97,2,1,2,1,1,19,0,4,0,58,89,1,2,0
S7095,21,97,1,0,2,1,1,19,1,20,1,100,75,1,2,1
S7096,21,97,1,0,2,1,1,19,0,4,0,58,89,1,2,0
S7097,21,97,1,1,0,1,1,19,1,20,1,100,75,1,2,1
S7098,21,97,1,1,0,1,1,19,0,4,0,58,89,1,2,0
S7099,17,92,2,0,1,1,1,22,0,10,1,93,77,0,2,1
S7100,17,92,2,0,1,1,1,24,1,11,1,58,88,1,2,0
S7101,17,92,0,1,2,1,1,22,0,10,1,93,77,0,2,1
S7102,17,92,0,1,2,1,1,24,1,11,1,58,88,1,2,0
S7103,17,92,2,1,1,1,1,22,0,10,1,93,77,0,2,1
S7104,17,92,2,1,1,1,1,24,1,11,1,58,88,1,2,0
S7105,17,92,1,1,1,1,1,22,0,10,1,93,77,0,2,1
S7106,17,92,1,1,1,1,1,24,1,11,1,58,88,1,2,0
S7107,17,92,1,1,2,1,1,22,0,10,1,93,77,0,2,1
S7108,17,92,1,1,2,1,1,24,1,11,1,58,88,1,2,0
S7109,17,92,1,0,0,1,1,22,0,10,1,93,77,0,2,1
S7110,17,92,1,0,0,1,1,24,1,11,1,58,88,1,2,0
S7111,28,87,0,1,1,1,1,29,1,12,1,70,48,1,2,3
S7112,28,87,1,1,1,1,1,29,1,12,1,70,48,1,2,3
S7113,19,98,2,0,0,0,0,28,2,10,1,84,84,1,1,1
S7114,19,98,2,0,0,0,0,22,1,20,1,91,76,1,2,1
S7115,19,98,2,0,0,0,0,29,3,16,0,51,51,1,2,3
S7116,19,98,0,1,2,1,0,28,2,10,1,84,84,1,1,1
S7117,19,98,0,1,2,1,0,22,1,20,1,91,76,1,2,1
S7118,19,98,0,1,2,1,0,29,3,16,0,51,51,1,2,3
S7119,19,98,2,1,1,1,0,28,2,10,1,84,84,1,1,1
S7120,19,98,2,1,1,1,0,22,1,20,1,91,76,1,2,1
S7121,19,98,2,1,1,1,0,29,3,16,0,51,51,1,2,3
S7122,19,98,2,1,2,1,0,28,2,10,1,84,84,1,1,1
S7123,19,98,2,1,2,1,0,22,1,20,1,91,76,1,2,1
S7124,19,98,2,1,2,1,0,29,3,16,0,51,51,1,2,3
S7125,26,97,1,0,0,0,1,27,2,20,0,82,87,1,2,0
S7126,26,97,1,0,0,0,1,27,2,14,1,72,49,1,0,3
S7127,26,97,1,0,0,0,1,19,3,0,0,98,52,0,2,3
S7128,26,97,1,0,0,0,1,20,1,16,0,99,86,1,2,0
S7129,26,97,1,1,0,1,1,27,2,20,0,82,87,1,2,0
S7130,26,97,1,1,0,1,1,27,2,14,1,72,49,1,0,3
S7131,26,97,1,1,0,1,1,19,3,0,0,98,52,0,2,3
S7132,26,97,1,1,0,1,1,20,1,16,0,99,86,1,2,0
S7133,11,63,1,1,2,1,0,20,3,19,1,54,45,1,1,3
S7134,11,63,1,1,2,1,0,22,3,20,0,67,100,1,2,0
S7135,11,63,1,1,2,1,0,22,0,15,1,57,78,1,2,1
S7136,11,63,1,1,2,1,0,25,0,20,0,65,55,1,0,2
S7137,11,63,2,1,2,0,0,20,3,19,1,54,45,1,1,3
S7138,11,63,2,1,2,0,0,22,3,20,0,67,100,1,2,0
S7139,11,63,2,1,2,0,0,22,0,15,1,57,78,1,2,1
S7140,11,63,2,1,2,0,0,25,0,20,0,65,55,1,0,2
S7141,11,63,1,1,2,1,0,20,3,19,1,54,45,1,1,3
S7142,11,63,1,1,2,1,0,22,3,20,0,67,100,1,2,0
S7143,11,63,1,1,2,1,0,22,0,15,1,57,78,1,2,1
S7144,11,63,1,1,2,1,0,25,0,20,0,65,55,1,0,2
S7145,20,92,0,0,0,1,0,19,3,10,1,72,46,1,1,3
S7146,20,92,2,1,1,1,0,19,3,10,1,72,46,1,1,3
S7147,20,92,1,1,0,1,0,19,3,10,1,72,46,1,1,3
S7148,20,92,2,0,1,1,0,19,3,10,1,72,46,1,1,3
S7149,20,92,1,1,0,1,0,19,3,10,1,72,46,1,1,3
S7150,17,96,1,1,1,1,0,22,2,8,1,59,54,1,2,3
S7151,17,96,0,0,0,1,0,22,2,8,1,59,54,1,2,3
S7152,17,96,2,0,0,1,0,22,2,8,1,59,54,1,2,3
S7153,17,96,1,1,1,1,0,22,2,8,1,59,54,1,2,3
S7154,17,96,1,0,1,1,0,22,2,8,1,59,54,1,2,3
S7155,17,96,1,1,0,1,0,22,2,8,1,59,54,1,2,3
S7156,17,96,1,0,1,1,0,22,2,8,1,59,54,1,2,3
S7157,17,96,1,0,0,1,0,22,2,8,1,59,54,1,2,3
S7158,28,98,1,1,1,1,1,21,2,6,1,62,53,0,2,3
S7159,28,98,1,1,1,1,1,29,0,13,0,61,96,0,2,0
S7160,28,98,1,1,1,1,1,19,1,0,1,79,79,1,1,1
S7161,28,98,1,1,1,1,1,25,1,14,1,84,78,1,2,1
S7162,28,98,1,1,1,1,1,21,2,8,1,55,94,1,0,0
S7163,28,98,1,1,1,1,1,21,1,3,0,64,71,1,2,1
S7164,28,98,2,1,1,1,1,21,2,6,1,62,53,0,2,3
S7165,28,98,2,1,1,1,1,29,0,13,0,61,96,0,2,0
S7166,28,98,2,1,1,1,1,19,1,0,1,79,79,1,1,1
S7167,28,98,2,1,1,1,1,25,1,14,1,84,78,1,2,1
S7168,28,98,2,1,1,1,1,21,2,8,1,55,94,1,0,0
S7169,28,98,2,1,1,1,1,21,1,3,0,64,71,1,2,1
S7170,34,63,2,1,1,1,1,28,2,6,1,63,60,0,2,2
S7171,18,76,2,0,1,1,1,28,2,11,1,68,88,1,2,0
S7172,18,76,2,0,1,1,1,23,3,6,1,88,65,1,2,2
S7173,18,76,2,0,1,1,1,20,0,1,1,65,40,1,1,3
S7174,18,76,2,0,1,1,1,28,2,11,1,68,88,1,2,0
S7175,18,76,2,0,1,1,1,23,3,6,1,88,65,1,2,2
S7176,18,76,2,0,1,1,1,20,0,1,1,65,40,1,1,3
S7177,18,76,2,1,2,1,1,28,2,11,1,68,88,1,2,0
S7178,18,76,2,1,2,1,1,23,3,6,1,88,65,1,2,2
S7179,18,76,2,1,2,1,1,20,0,1,1,65,40,1,1,3
S7180,17,61,1,0,2,1,0,28,2,10,1,62,69,0,2,2
S7181,17,61,2,1,0,1,0,28,2,10,1,62,69,0,2,2
S7182,17,61,1,0,0,1,0,28,2,10,1,62,69,0,2,2
S7183,17,61,2,1,1,0,0,28,2,10,1,62,69,0,2,2
S7184,29,73,1,0,1,1,0,18,1,2,1,71,42,0,1,3
S7185,29,73,0,1,1,1,0,18,1,2,1,71,42,0,1,3
S7186,17,96,1,1,1,1,1,27,0,6,0,100,68,1,1,2
S7187,17,96,1,1,1,1,1,23,3,13,1,55,95,1,0,0
S7188,17,96,1,1,1,1,1,25,0,15,0,69,70,0,1,1
