Insight_ID,Student_ID,Risk_Level,Message,Date,Semester
I5406,S6406,Medium,"You’re doing well, stay consistent.",9/17/2025,Spring 2025
I5407,S6407,High,"You’re doing well, stay consistent.",2/18/2025,Spring 2025
I5408,S6408,Low,Attendance could be improved.,1/7/2025,Spring 2025
I5409,S6409,Low,"You’re doing well, stay consistent.",6/21/2024,Fall 2024
I5410,S6410,Medium,"You’re doing well, stay consistent.",4/22/2025,Spring 2025
I5411,S6411,Low,"You’re doing well, stay consistent.",1/5/2025,Spring 2025
I5412,S6412,Medium,Attendance could be improved.,7/1/2025,Spring 2025
I5413,S6413,Low,Keep up the great work!,10/9/2024,Fall 2024
I5414,S6414,Medium,"You’re doing well, stay consistent.",3/3/2024,Spring 2024
I5415,S6415,Low,"You’re doing well, stay consistent.",8/1/2025,Spring 2025
I5416,S6416,High,"You’re doing well, stay consistent.",10/30/2024,Fall 2024
I5417,S6417,Medium,"You’re doing well, stay consistent.",5/4/2025,Spring 2025
I5418,S6418,Medium,Consider reaching out to your academic coach.,1/26/2025,Spring 2025
I5419,S6419,Low,Attendance could be improved.,9/29/2025,Spring 2025
I5420,S6420,Low,"You’re doing well, stay consistent.",2/14/2025,Spring 2025
I5421,S6421,Low,"You’re doing well, stay consistent.",5/26/2024,Spring 2024
I5422,S6422,Medium,"You’re doing well, stay consistent.",3/4/2024,Spring 2024
I5423,S6423,Medium,Consider reaching out to your academic coach.,3/31/2025,Spring 2025
I5424,S6424,Low,"You’re doing well, stay consistent.",7/26/2024,Fall 2024
I5425,S6425,Low,Keep up the great work!,3/3/2024,Spring 2024
I5426,S6426,Low,Keep up the great work!,6/4/2025,Spring 2025
I5427,S6427,Low,Keep up the great work!,4/20/2024,Spring 2024
I5428,S6428,Low,"You’re doing well, stay consistent.",3/31/2024,Spring 2024
I5429,S6429,Medium,"You’re doing well, stay consistent.",9/4/2024,Fall 2024
I5430,S6430,Medium,Consider reaching out to your academic coach.,4/13/2024,Spring 2024
I5431,S6431,High,"You’re doing well, stay consistent.",5/13/2025,Spring 2025
I5432,S6432,Low,Consider reaching out to your academic coach.,2/13/2025,Spring 2025
I5433,S6433,Low,Consider reaching out to your academic coach.,2/27/2024,Spring 2024
I5434,S6434,Low,Keep up the great work!,7/30/2025,Spring 2025
I5435,S6435,Low,"You’re doing well, stay consistent.",1/21/2024,Spring 2024
I5436,S6436,Low,"You’re doing well, stay consistent.",5/5/2025,Spring 2025
I5437,S6437,Low,Keep up the great work!,7/23/2024,Fall 2024
I5438,S6438,Medium,Keep up the great work!,1/9/2025,Spring 2025
I5439,S6439,High,Keep up the great work!,8/19/2024,Fall 2024
I5440,S6440,High,"You’re doing well, stay consistent.",8/2/2025,Spring 2025
I5441,S6441,High,Keep up the great work!,4/25/2025,Spring 2025
I5442,S6442,Low,Consider reaching out to your academic coach.,10/13/2024,Fall 2024
I5443,S6443,Medium,Consider reaching out to your academic coach.,6/23/2024,Fall 2024
I5444,S6444,Low,"You’re doing well, stay consistent.",12/26/2024,Fall 2024
I5445,S6445,Low,"You’re doing well, stay consistent.",9/22/2025,Spring 2025
I5446,S6446,High,Attendance could be improved.,9/19/2025,Spring 2025
I5447,S6447,Medium,Attendance could be improved.,6/25/2025,Spring 2025
I5448,S6448,Low,"You’re doing well, stay consistent.",9/24/2025,Spring 2025
I5449,S6449,Low,Attendance could be improved.,1/2/2025,Spring 2025
I5450,S6450,Low,Keep up the great work!,6/22/2025,Spring 2025
I5451,S6451,Medium,Attendance could be improved.,6/30/2025,Spring 2025
I5452,S6452,High,Consider reaching out to your academic coach.,9/30/2024,Fall 2024
I5453,S6453,Medium,"You’re doing well, stay consistent.",3/1/2025,Spring 2025
I5454,S6454,Low,Attendance could be improved.,9/28/2025,Spring 2025
I5455,S6455,Low,Keep up the great work!,3/8/2024,Spring 2024
I5456,S6456,Low,"You’re doing well, stay consistent.",11/22/2024,Fall 2024
I5457,S6457,Low,Attendance could be improved.,10/6/2024,Fall 2024
I5458,S6458,Low,Consider reaching out to your academic coach.,3/23/2025,Spring 2025
I5459,S6459,Low,Consider reaching out to your academic coach.,10/13/2025,Spring 2025
I5460,S6460,Low,Consider reaching out to your academic coach.,4/25/2024,Spring 2024
I5461,S6461,Medium,Attendance could be improved.,1/7/2024,Spring 2024
I5462,S6462,Low,Keep up the great work!,6/25/2024,Fall 2024
I5463,S6463,Medium,Keep up the great work!,9/19/2025,Spring 2025
I5464,S6464,High,Consider reaching out to your academic coach.,11/3/2024,Fall 2024
I5465,S6465,Medium,Attendance could be improved.,11/16/2024,Fall 2024
I5466,S6466,Low,"You’re doing well, stay consistent.",11/17/2024,Fall 2024
I5467,S6467,Medium,Attendance could be improved.,3/3/2025,Spring 2025
I5468,S6468,Low,Attendance could be improved.,5/21/2024,Spring 2024
I5469,S6469,Low,Keep up the great work!,7/20/2025,Spring 2025
I5470,S6470,Medium,Consider reaching out to your academic coach.,6/1/2025,Spring 2025
I5471,S6471,Low,"You’re doing well, stay consistent.",9/12/2025,Spring 2025
I5472,S6472,Low,Consider reaching out to your academic coach.,1/18/2025,Spring 2025
I5473,S6473,Low,Consider reaching out to your academic coach.,8/28/2025,Spring 2025
I5474,S6474,Low,Consider reaching out to your academic coach.,3/26/2025,Spring 2025
I5475,S6475,Medium,Attendance could be improved.,5/27/2025,Spring 2025
I5476,S6476,Medium,"You’re doing well, stay consistent.",2/15/2024,Spring 2024
I5477,S6477,Low,Consider reaching out to your academic coach.,9/21/2024,Fall 2024
I5478,S6478,High,Keep up the great work!,4/28/2024,Spring 2024
I5479,S6479,High,"You’re doing well, stay consistent.",2/25/2025,Spring 2025
I5480,S6480,Low,"You’re doing well, stay consistent.",6/7/2024,Fall 2024
I5481,S6481,Low,Attendance could be improved.,6/7/2025,Spring 2025
I5482,S6482,High,Consider reaching out to your academic coach.,2/5/2025,Spring 2025
I5483,S6483,Low,Keep up the great work!,3/7/2024,Spring 2024
I5484,S6484,Low,Keep up the great work!,7/12/2024,Fall 2024
I5485,S6485,Low,Attendance could be improved.,3/3/2024,Spring 2024
I5486,S6486,High,"You’re doing well, stay consistent.",7/11/2024,Fall 2024
I5487,S6487,High,Attendance could be improved.,5/20/2024,Spring 2024
I5488,S6488,Low,Attendance could be improved.,11/26/2024,Fall 2024
I5489,S6489,High,Keep up the great work!,2/12/2025,Spring 2025
I5490,S6490,Low,Consider reaching out to your academic coach.,1/3/2025,Spring 2025
I5491,S6491,Medium,Attendance could be improved.,4/8/2025,Spring 2025
I5492,S6492,Low,"You’re doing well, stay consistent.",4/28/2025,Spring 2025
I5493,S6493,Medium,"You’re doing well, stay consistent.",2/17/2025,Spring 2025
I5494,S6494,Medium,"You’re doing well, stay consistent.",7/5/2025,Spring 2025
I5495,S6495,Low,Attendance could be improved.,8/25/2025,Spring 2025
I5496,S6496,Medium,Keep up the great work!,7/8/2025,Spring 2025
I5497,S6497,Low,"You’re doing well, stay consistent.",9/23/2025,Spring 2025
I5498,S6498,High,Consider reaching out to your academic coach.,1/24/2025,Spring 2025
I5499,S6499,Low,Attendance could be improved.,6/21/2025,Spring 2025
I5500,S6500,High,Keep up the great work!,8/15/2024,Fall 2024
I5501,S6501,High,Keep up the great work!,7/31/2024,Fall 2024
I5502,S6502,Low,Attendance could be improved.,2/15/2024,Spring 2024
I5503,S6503,Low,Consider reaching out to your academic coach.,5/23/2024,Spring 2024
I5504,S6504,Medium,Consider reaching out to your academic coach.,3/17/2024,Spring 2024
I5505,S6505,Medium,Consider reaching out to your academic coach.,6/27/2025,Spring 2025
I5506,S6506,High,Consider reaching out to your academic coach.,7/14/2025,Spring 2025
I5507,S6507,Medium,Attendance could be improved.,9/4/2024,Fall 2024
I5508,S6508,High,Keep up the great work!,3/1/2025,Spring 2025
I5509,S6509,Low,Attendance could be improved.,1/23/2024,Spring 2024
I5510,S6510,Low,Keep up the great work!,10/1/2024,Fall 2024
I5511,S6511,Low,"You’re doing well, stay consistent.",9/26/2025,Spring 2025
I5512,S6512,Low,Attendance could be improved.,6/19/2025,Spring 2025
I5513,S6513,High,Attendance could be improved.,6/4/2024,Fall 2024
I5514,S6514,Low,Keep up the great work!,3/20/2025,Spring 2025
I5515,S6515,Medium,Consider reaching out to your academic coach.,7/2/2025,Spring 2025
I5516,S6516,Medium,"You’re doing well, stay consistent.",2/10/2025,Spring 2025
I5517,S6517,Low,"You’re doing well, stay consistent.",3/28/2024,Spring 2024
I5518,S6518,High,Keep up the great work!,9/17/2024,Fall 2024
I5519,S6519,Low,Attendance could be improved.,5/2/2025,Spring 2025
I5520,S6520,Medium,Attendance could be improved.,3/30/2025,Spring 2025
I5521,S6521,Medium,"You’re doing well, stay consistent.",8/9/2024,Fall 2024
I5522,S6522,Low,Consider reaching out to your academic coach.,3/24/2025,Spring 2025
I5523,S6523,Low,Attendance could be improved.,9/2/2025,Spring 2025
I5524,S6524,High,Attendance could be improved.,8/19/2025,Spring 2025
I5525,S6525,Low,Consider reaching out to your academic coach.,1/13/2025,Spring 2025
I5526,S6526,Low,Consider reaching out to your academic coach.,6/16/2025,Spring 2025
I5527,S6527,Medium,Consider reaching out to your academic coach.,6/30/2024,Fall 2024
I5528,S6528,Medium,"You’re doing well, stay consistent.",7/21/2024,Fall 2024
I5529,S6529,Low,"You’re doing well, stay consistent.",7/30/2024,Fall 2024
I5530,S6530,Medium,"You’re doing well, stay consistent.",1/23/2025,Spring 2025
I5531,S6531,Low,"You’re doing well, stay consistent.",6/13/2024,Fall 2024
I5532,S6532,High,"You’re doing well, stay consistent.",4/2/2025,Spring 2025
I5533,S6533,Medium,Consider reaching out to your academic coach.,9/12/2024,Fall 2024
I5534,S6534,Medium,Keep up the great work!,1/11/2024,Spring 2024
I5535,S6535,Medium,"You’re doing well, stay consistent.",7/16/2024,Fall 2024
I5536,S6536,Medium,Consider reaching out to your academic coach.,6/8/2024,Fall 2024
I5537,S6537,Low,Attendance could be improved.,1/19/2025,Spring 2025
I5538,S6538,Low,Keep up the great work!,2/27/2024,Spring 2024
I5539,S6539,Low,Attendance could be improved.,6/18/2024,Fall 2024
I5540,S6540,Medium,Keep up the great work!,4/26/2025,Spring 2025
I5541,S6541,High,Keep up the great work!,6/8/2025,Spring 2025
I5542,S6542,Low,Attendance could be improved.,3/19/2024,Spring 2024
I5543,S6543,Medium,Attendance could be improved.,4/27/2025,Spring 2025
I5544,S6544,Medium,Consider reaching out to your academic coach.,8/28/2025,Spring 2025
I5545,S6545,Low,Keep up the great work!,8/18/2024,Fall 2024
I5546,S6546,Low,Consider reaching out to your academic coach.,11/9/2024,Fall 2024
I5547,S6547,Medium,Attendance could be improved.,10/17/2025,Spring 2025
I5548,S6548,Low,Attendance could be improved.,6/19/2025,Spring 2025
I5549,S6549,Low,Attendance could be improved.,5/27/2024,Spring 2024
I5550,S6550,Low,Consider reaching out to your academic coach.,10/31/2024,Fall 2024
I5551,S6551,Low,Attendance could be improved.,2/7/2025,Spring 2025
I5552,S6552,High,Consider reaching out to your academic coach.,8/8/2025,Spring 2025
I5553,S6553,Low,Attendance could be improved.,2/1/2024,Spring 2024
I5554,S6554,Low,Keep up the great work!,6/11/2025,Spring 2025
I5555,S6555,Low,Keep up the great work!,2/9/2024,Spring 2024
I5556,S6556,High,Consider reaching out to your academic coach.,9/9/2025,Spring 2025
I5557,S6557,Low,Consider reaching out to your academic coach.,1/19/2025,Spring 2025
I5558,S6558,High,Consider reaching out to your academic coach.,7/2/2024,Fall 2024
I5559,S6559,Low,Keep up the great work!,3/3/2025,Spring 2025
I5560,S6560,High,Keep up the great work!,5/8/2025,Spring 2025
I5561,S6561,High,Keep up the great work!,6/25/2024,Fall 2024
I5562,S6562,Medium,"You’re doing well, stay consistent.",7/29/2025,Spring 2025
I5563,S6563,Medium,Attendance could be improved.,3/26/2024,Spring 2024
I5564,S6564,Medium,"You’re doing well, stay consistent.",11/30/2024,Fall 2024
I5565,S6565,Medium,Consider reaching out to your academic coach.,9/14/2025,Spring 2025
I5566,S6566,Low,Keep up the great work!,12/28/2024,Fall 2024
I5567,S6567,Low,"You’re doing well, stay consistent.",11/22/2024,Fall 2024
I5568,S6568,Low,"You’re doing well, stay consistent.",3/30/2025,Spring 2025
I5569,S6569,Low,Consider reaching out to your academic coach.,5/16/2025,Spring 2025
I5570,S6570,Low,Consider reaching out to your academic coach.,2/26/2025,Spring 2025
I5571,S6571,Medium,Consider reaching out to your academic coach.,7/1/2024,Fall 2024
I5572,S6572,High,Consider reaching out to your academic coach.,1/5/2025,Spring 2025
I5573,S6573,Low,Consider reaching out to your academic coach.,7/7/2024,Fall 2024
I5574,S6574,Low,Attendance could be improved.,8/5/2025,Spring 2025
I5575,S6575,Low,Keep up the great work!,3/11/2025,Spring 2025
I5576,S6576,Low,Attendance could be improved.,5/14/2025,Spring 2025
I5577,S6577,Low,Keep up the great work!,9/13/2024,Fall 2024
I5578,S6578,Medium,Consider reaching out to your academic coach.,12/1/2024,Fall 2024
I5579,S6579,High,Consider reaching out to your academic coach.,6/12/2025,Spring 2025
I5580,S6580,Low,Attendance could be improved.,6/23/2024,Fall 2024
I5581,S6581,Low,Consider reaching out to your academic coach.,6/29/2024,Fall 2024
I5582,S6582,Medium,"You’re doing well, stay consistent.",9/17/2024,Fall 2024
I5583,S6583,Medium,"You’re doing well, stay consistent.",2/18/2024,Spring 2024
I5584,S6584,High,Attendance could be improved.,9/24/2025,Spring 2025
I5585,S6585,Low,Attendance could be improved.,5/18/2024,Spring 2024
I5586,S6586,High,"You’re doing well, stay consistent.",6/19/2024,Fall 2024
I5587,S6587,High,Attendance could be improved.,4/24/2024,Spring 2024
I5588,S6588,Low,"You’re doing well, stay consistent.",8/9/2025,Spring 2025
I5589,S6589,Low,Attendance could be improved.,9/30/2025,Spring 2025
I5590,S6590,High,Consider reaching out to your academic coach.,1/11/2025,Spring 2025
I5591,S6591,Low,Keep up the great work!,10/2/2025,Spring 2025
I5592,S6592,Medium,Consider reaching out to your academic coach.,10/14/2024,Fall 2024
I5593,S6593,Low,Keep up the great work!,1/18/2024,Spring 2024
I5594,S6594,High,Attendance could be improved.,5/6/2025,Spring 2025
I5595,S6595,Low,Consider reaching out to your academic coach.,9/24/2024,Fall 2024
I5596,S6596,High,Consider reaching out to your academic coach.,10/30/2024,Fall 2024
I5597,S6597,High,"You’re doing well, stay consistent.",7/18/2024,Fall 2024
I5598,S6598,Low,Keep up the great work!,10/20/2024,Fall 2024
I5599,S6599,Medium,"You’re doing well, stay consistent.",7/11/2025,Spring 2025
I5600,S6600,Low,Attendance could be improved.,10/19/2024,Fall 2024
I5601,S6601,Medium,Attendance could be improved.,3/31/2024,Spring 2024
I5602,S6602,High,"You’re doing well, stay consistent.",4/26/2024,Spring 2024
I5603,S6603,Low,"You’re doing well, stay consistent.",9/12/2025,Spring 2025
I5604,S6604,High,Consider reaching out to your academic coach.,8/30/2024,Fall 2024
I5605,S6605,Medium,Consider reaching out to your academic coach.,2/15/2024,Spring 2024
I5606,S6606,Low,"You’re doing well, stay consistent.",7/6/2025,Spring 2025
I5607,S6607,Medium,Consider reaching out to your academic coach.,10/2/2025,Spring 2025
I5608,S6608,Medium,Consider reaching out to your academic coach.,10/30/2024,Fall 2024
I5609,S6609,Low,Consider reaching out to your academic coach.,8/9/2024,Fall 2024
I5610,S6610,Low,"You’re doing well, stay consistent.",8/12/2025,Spring 2025
I5611,S6611,Low,Consider reaching out to your academic coach.,12/8/2024,Fall 2024
I5612,S6612,Medium,Consider reaching out to your academic coach.,5/3/2025,Spring 2025
I5613,S6613,Medium,Consider reaching out to your academic coach.,9/28/2024,Fall 2024
I5614,S6614,Medium,Consider reaching out to your academic coach.,3/8/2025,Spring 2025
I5615,S6615,Medium,Consider reaching out to your academic coach.,9/30/2025,Spring 2025
I5616,S6616,High,Consider reaching out to your academic coach.,4/28/2025,Spring 2025
I5617,S6617,Medium,Keep up the great work!,7/2/2024,Fall 2024
I5618,S6618,Low,Consider reaching out to your academic coach.,7/21/2024,Fall 2024
I5619,S6619,Medium,Consider reaching out to your academic coach.,12/11/2024,Fall 2024
I5620,S6620,Medium,Attendance could be improved.,5/17/2024,Spring 2024
I5621,S6621,Low,Keep up the great work!,3/2/2024,Spring 2024
I5622,S6622,Low,Keep up the great work!,2/25/2025,Spring 2025
I5623,S6623,Low,Consider reaching out to your academic coach.,9/13/2025,Spring 2025
I5624,S6624,Low,"You’re doing well, stay consistent.",11/20/2024,Fall 2024
I5625,S6625,Low,Keep up the great work!,2/26/2024,Spring 2024
I5626,S6626,Medium,Consider reaching out to your academic coach.,9/19/2025,Spring 2025
I5627,S6627,Medium,Keep up the great work!,11/29/2024,Fall 2024
I5628,S6628,Low,"You’re doing well, stay consistent.",3/7/2024,Spring 2024
I5629,S6629,High,Keep up the great work!,10/24/2024,Fall 2024
I5630,S6630,Low,"You’re doing well, stay consistent.",7/12/2025,Spring 2025
I5631,S6631,High,Attendance could be improved.,5/6/2024,Spring 2024
I5632,S6632,Low,Attendance could be improved.,10/12/2025,Spring 2025
I5633,S6633,Low,"You’re doing well, stay consistent.",9/30/2024,Fall 2024
I5634,S6634,Low,"You’re doing well, stay consistent.",1/17/2024,Spring 2024
I5635,S6635,High,Attendance could be improved.,5/12/2024,Spring 2024
I5636,S6636,Low,Attendance could be improved.,7/18/2024,Fall 2024
I5637,S6637,Low,Consider reaching out to your academic coach.,10/6/2025,Spring 2025
I5638,S6638,Low,Keep up the great work!,5/4/2024,Spring 2024
I5639,S6639,Medium,Consider reaching out to your academic coach.,10/8/2025,Spring 2025
I5640,S6640,Low,Keep up the great work!,12/15/2024,Fall 2024
I5641,S6641,Low,Consider reaching out to your academic coach.,11/8/2024,Fall 2024
I5642,S6642,Medium,"You’re doing well, stay consistent.",11/18/2024,Fall 2024
I5643,S6643,Low,Attendance could be improved.,5/1/2025,Spring 2025
I5644,S6644,High,"You’re doing well, stay consistent.",4/17/2024,Spring 2024
I5645,S6645,High,Attendance could be improved.,2/6/2025,Spring 2025
I5646,S6646,Low,Consider reaching out to your academic coach.,9/3/2024,Fall 2024
I5647,S6647,Medium,Keep up the great work!,4/14/2024,Spring 2024
I5648,S6648,Medium,Consider reaching out to your academic coach.,6/6/2025,Spring 2025
I5649,S6649,Low,Keep up the great work!,12/24/2024,Fall 2024
I5650,S6650,Low,"You’re doing well, stay consistent.",6/4/2025,Spring 2025
I5651,S6651,High,Consider reaching out to your academic coach.,6/18/2024,Fall 2024
I5652,S6652,Low,"You’re doing well, stay consistent.",6/10/2024,Fall 2024
I5653,S6653,Low,Consider reaching out to your academic coach.,12/21/2024,Fall 2024
I5654,S6654,Low,Attendance could be improved.,1/12/2024,Spring 2024
I5655,S6655,Low,"You’re doing well, stay consistent.",6/15/2024,Fall 2024
I5656,S6656,Low,Consider reaching out to your academic coach.,9/9/2025,Spring 2025
I5657,S6657,Low,Attendance could be improved.,3/19/2024,Spring 2024
I5658,S6658,High,"You’re doing well, stay consistent.",8/11/2025,Spring 2025
I5659,S6659,Low,Consider reaching out to your academic coach.,8/21/2024,Fall 2024
I5660,S6660,Medium,"You’re doing well, stay consistent.",8/9/2025,Spring 2025
I5661,S6661,Low,Attendance could be improved.,3/15/2024,Spring 2024
I5662,S6662,High,Consider reaching out to your academic coach.,10/8/2025,Spring 2025
I5663,S6663,Low,"You’re doing well, stay consistent.",12/1/2024,Fall 2024
I5664,S6664,Low,Attendance could be improved.,3/15/2025,Spring 2025
I5665,S6665,Medium,Keep up the great work!,9/4/2025,Spring 2025
I5666,S6666,Low,Keep up the great work!,10/9/2025,Spring 2025
I5667,S6667,Low,"You’re doing well, stay consistent.",6/7/2024,Fall 2024
I5668,S6668,Low,Consider reaching out to your academic coach.,2/22/2024,Spring 2024
I5669,S6669,Low,"You’re doing well, stay consistent.",3/9/2025,Spring 2025
I5670,S6670,High,Keep up the great work!,5/20/2025,Spring 2025
I5671,S6671,Low,"You’re doing well, stay consistent.",9/27/2025,Spring 2025
I5672,S6672,Low,Consider reaching out to your academic coach.,12/23/2024,Fall 2024
I5673,S6673,Low,Attendance could be improved.,11/5/2024,Fall 2024
I5674,S6674,Low,"You’re doing well, stay consistent.",2/4/2024,Spring 2024
I5675,S6675,High,Consider reaching out to your academic coach.,8/27/2025,Spring 2025
I5676,S6676,High,Consider reaching out to your academic coach.,10/7/2025,Spring 2025
I5677,S6677,Low,"You’re doing well, stay consistent.",10/24/2024,Fall 2024
I5678,S6678,Medium,Keep up the great work!,1/11/2025,Spring 2025
I5679,S6679,Medium,"You’re doing well, stay consistent.",3/28/2024,Spring 2024
I5680,S6680,Medium,Keep up the great work!,11/10/2024,Fall 2024
I5681,S6681,Low,Consider reaching out to your academic coach.,1/26/2024,Spring 2024
I5682,S6682,Low,Keep up the great work!,11/7/2024,Fall 2024
I5683,S6683,Medium,"You’re doing well, stay consistent.",8/15/2025,Spring 2025
I5684,S6684,High,"You’re doing well, stay consistent.",11/11/2024,Fall 2024
I5685,S6685,Low,Consider reaching out to your academic coach.,8/10/2025,Spring 2025
I5686,S6686,Medium,Keep up the great work!,1/15/2025,Spring 2025
I5687,S6687,High,"You’re doing well, stay consistent.",3/10/2025,Spring 2025
I5688,S6688,Low,"You’re doing well, stay consistent.",8/26/2024,Fall 2024
I5689,S6689,Low,Consider reaching out to your academic coach.,3/21/2024,Spring 2024
I5690,S6690,Medium,"You’re doing well, stay consistent.",5/15/2025,Spring 2025
I5691,S6691,High,"You’re doing well, stay consistent.",7/12/2025,Spring 2025
I5692,S6692,High,Attendance could be improved.,4/1/2025,Spring 2025
I5693,S6693,Low,Keep up the great work!,1/18/2024,Spring 2024
I5694,S6694,Low,Attendance could be improved.,6/26/2024,Fall 2024
I5695,S6695,Low,Attendance could be improved.,3/17/2025,Spring 2025
I5696,S6696,Low,Keep up the great work!,8/22/2024,Fall 2024
I5697,S6697,Low,Keep up the great work!,10/8/2025,Spring 2025
I5698,S6698,Medium,Keep up the great work!,7/17/2025,Spring 2025
I5699,S6699,Low,"You’re doing well, stay consistent.",6/8/2024,Fall 2024
I5700,S6700,Low,Keep up the great work!,5/6/2024,Spring 2024
I5701,S6701,Low,Consider reaching out to your academic coach.,6/12/2025,Spring 2025
I5702,S6702,Medium,Consider reaching out to your academic coach.,7/22/2024,Fall 2024
I5703,S6703,High,Keep up the great work!,6/9/2025,Spring 2025
I5704,S6704,Low,"You’re doing well, stay consistent.",7/13/2024,Fall 2024
I5705,S6705,Medium,Keep up the great work!,3/23/2024,Spring 2024
I5706,S6706,Low,Attendance could be improved.,6/7/2025,Spring 2025
I5707,S6707,Medium,"You’re doing well, stay consistent.",2/13/2025,Spring 2025
I5708,S6708,Low,Attendance could be improved.,1/19/2024,Spring 2024
I5709,S6709,Low,"You’re doing well, stay consistent.",4/22/2025,Spring 2025
I5710,S6710,Low,"You’re doing well, stay consistent.",4/9/2024,Spring 2024
I5711,S6711,Low,Keep up the great work!,5/12/2024,Spring 2024
I5712,S6712,Low,"You’re doing well, stay consistent.",7/9/2024,Fall 2024
I5713,S6713,Medium,Consider reaching out to your academic coach.,3/5/2025,Spring 2025
I5714,S6714,Low,"You’re doing well, stay consistent.",5/10/2024,Spring 2024
I5715,S6715,Low,Consider reaching out to your academic coach.,9/5/2024,Fall 2024
I5716,S6716,Low,Consider reaching out to your academic coach.,4/2/2025,Spring 2025
I5717,S6717,Medium,"You’re doing well, stay consistent.",8/10/2025,Spring 2025
I5718,S6718,Medium,Attendance could be improved.,1/10/2025,Spring 2025
I5719,S6719,Low,"You’re doing well, stay consistent.",3/11/2025,Spring 2025
I5720,S6720,Medium,Consider reaching out to your academic coach.,12/10/2024,Fall 2024
I5721,S6721,Medium,Keep up the great work!,11/3/2024,Fall 2024
I5722,S6722,Medium,"You’re doing well, stay consistent.",9/18/2024,Fall 2024
I5723,S6723,Low,Attendance could be improved.,7/30/2025,Spring 2025
I5724,S6724,High,Keep up the great work!,1/13/2024,Spring 2024
I5725,S6725,Medium,Attendance could be improved.,12/6/2024,Fall 2024
I5726,S6726,High,Consider reaching out to your academic coach.,10/20/2024,Fall 2024
I5727,S6727,Low,Attendance could be improved.,4/22/2025,Spring 2025
I5728,S6728,Low,"You’re doing well, stay consistent.",9/2/2025,Spring 2025
I5729,S6729,Medium,Consider reaching out to your academic coach.,2/24/2024,Spring 2024
I5730,S6730,Low,"You’re doing well, stay consistent.",7/2/2024,Fall 2024
I5731,S6731,Medium,Consider reaching out to your academic coach.,8/22/2025,Spring 2025
I5732,S6732,Low,Keep up the great work!,11/28/2024,Fall 2024
I5733,S6733,Low,"You’re doing well, stay consistent.",2/16/2024,Spring 2024
I5734,S6734,Low,Keep up the great work!,5/27/2024,Spring 2024
I5735,S6735,Medium,Keep up the great work!,8/12/2025,Spring 2025
I5736,S6736,Low,"You’re doing well, stay consistent.",1/14/2025,Spring 2025
I5737,S6737,Low,Keep up the great work!,9/2/2025,Spring 2025
I5738,S6738,Medium,Attendance could be improved.,3/14/2024,Spring 2024
I5739,S6739,Low,Keep up the great work!,9/19/2025,Spring 2025
I5740,S6740,Medium,Attendance could be improved.,9/19/2024,Fall 2024
I5741,S6741,High,Attendance could be improved.,9/29/2025,Spring 2025
I5742,S6742,Medium,Keep up the great work!,5/19/2025,Spring 2025
I5743,S6743,Low,"You’re doing well, stay consistent.",10/19/2025,Spring 2025
I5744,S6744,Low,Keep up the great work!,5/13/2024,Spring 2024
I5745,S6745,High,Consider reaching out to your academic coach.,1/31/2024,Spring 2024
I5746,S6746,Medium,Keep up the great work!,7/18/2024,Fall 2024
I5747,S6747,Low,Attendance could be improved.,8/2/2025,Spring 2025
I5748,S6748,High,Keep up the great work!,2/15/2024,Spring 2024
I5749,S6749,High,Consider reaching out to your academic coach.,7/9/2025,Spring 2025
I5750,S6750,Medium,Consider reaching out to your academic coach.,7/8/2025,Spring 2025
I5751,S6751,Low,Keep up the great work!,10/14/2024,Fall 2024
I5752,S6752,Medium,Consider reaching out to your academic coach.,8/8/2024,Fall 2024
I5753,S6753,Low,"You’re doing well, stay consistent.",9/12/2024,Fall 2024
I5754,S6754,High,Keep up the great work!,11/25/2024,Fall 2024
I5755,S6755,Low,"You’re doing well, stay consistent.",12/12/2024,Fall 2024
I5756,S6756,Medium,Consider reaching out to your academic coach.,7/27/2025,Spring 2025
I5757,S6757,High,"You’re doing well, stay consistent.",5/11/2024,Spring 2024
I5758,S6758,Low,"You’re doing well, stay consistent.",5/8/2024,Spring 2024
I5759,S6759,Low,Attendance could be improved.,6/11/2025,Spring 2025
I5760,S6760,Medium,Consider reaching out to your academic coach.,2/23/2025,Spring 2025
I5761,S6761,Low,Keep up the great work!,10/15/2024,Fall 2024
I5762,S6762,Medium,Consider reaching out to your academic coach.,3/9/2024,Spring 2024
I5763,S6763,High,Consider reaching out to your academic coach.,2/12/2025,Spring 2025
I5764,S6764,Low,"You’re doing well, stay consistent.",4/6/2024,Spring 2024
I5765,S6765,Low,Consider reaching out to your academic coach.,7/11/2024,Fall 2024
I5766,S6766,High,Attendance could be improved.,6/2/2024,Fall 2024
I5767,S6767,Medium,Consider reaching out to your academic coach.,12/11/2024,Fall 2024
I5768,S6768,Low,Attendance could be improved.,4/17/2025,Spring 2025
I5769,S6769,Low,Attendance could be improved.,5/1/2025,Spring 2025
I5770,S6770,Medium,Attendance could be improved.,3/24/2025,Spring 2025
I5771,S6771,High,Keep up the great work!,7/5/2025,Spring 2025
I5772,S6772,High,Keep up the great work!,9/7/2024,Fall 2024
I5773,S6773,Low,Keep up the great work!,5/19/2025,Spring 2025
I5774,S6774,Low,Consider reaching out to your academic coach.,6/28/2025,Spring 2025
I5775,S6775,Low,Attendance could be improved.,4/20/2025,Spring 2025
I5776,S6776,Low,Attendance could be improved.,12/10/2024,Fall 2024
